Sentence	entity_1	entity_2	json	split
The TGF - beta type II receptor in chronic myeloid leukemia: analysis of microsatellite regions and gene expression.	TGF - beta type II receptor,4,31,Gene_or_gene_product	chronic myeloid leukemia,35,59,Cancer	"[{""token"": ""TGF - beta type II receptor"", ""start_span"": 4, ""end_span"": 31, ""type"": ""Gene_or_gene_product""}, {""token"": ""chronic myeloid leukemia"", ""start_span"": 35, ""end_span"": 59, ""type"": ""Cancer""}]"	train
Genomic instability is one mechanism proposed to play a role in the disease progression of chronic myeloid leukemia ( CML).	chronic myeloid leukemia,91,115,Cancer	CML,118,121,Cancer	"[{""token"": ""chronic myeloid leukemia"", ""start_span"": 91, ""end_span"": 115, ""type"": ""Cancer""}, {""token"": ""CML"", ""start_span"": 118, ""end_span"": 121, ""type"": ""Cancer""}]"	train
Two microsatellite regions found altered in RER + colon cancers were analyzed to establish if these sequences were aberrant in CML.	RER + colon cancers,44,63,Cancer	CML,127,130,Cancer	"[{""token"": ""RER + colon cancers"", ""start_span"": 44, ""end_span"": 63, ""type"": ""Cancer""}, {""token"": ""CML"", ""start_span"": 127, ""end_span"": 130, ""type"": ""Cancer""}]"	train
These results suggest that alterations of the microsatellite regions in the TGF - beta RII gene are not involved in the progression of CML.	TGF - beta RII,76,90,Gene_or_gene_product	CML,135,138,Cancer	"[{""token"": ""TGF - beta RII"", ""start_span"": 76, ""end_span"": 90, ""type"": ""Gene_or_gene_product""}, {""token"": ""CML"", ""start_span"": 135, ""end_span"": 138, ""type"": ""Cancer""}]"	train
With U937 cells, tunicamycin treatment resulted in the appearance of a 30 - 40 kDa band and increased staining of a 45 kDa band.	U937 cells,5,15,Cell	tunicamycin,17,28,Chemical	"[{""token"": ""U937 cells"", ""start_span"": 5, ""end_span"": 15, ""type"": ""Cell""}, {""token"": ""tunicamycin"", ""start_span"": 17, ""end_span"": 28, ""type"": ""Chemical""}]"	train
With HL60 cells loss of the 55 kDa Glut - 1 band was observed and a band of 45 kDa appeared.	HL60 cells,5,15,Cell	Glut - 1,35,43,Gene_or_gene_product	"[{""token"": ""HL60 cells"", ""start_span"": 5, ""end_span"": 15, ""type"": ""Cell""}, {""token"": ""Glut - 1"", ""start_span"": 35, ""end_span"": 43, ""type"": ""Gene_or_gene_product""}]"	train
These results suggest that in leukemic cells N - glycosylation of Glut - 1 plays an important role in maintaining its structure and functional integration.	leukemic cells,30,44,Cell	Glut - 1,66,74,Gene_or_gene_product	"[{""token"": ""leukemic cells"", ""start_span"": 30, ""end_span"": 44, ""type"": ""Cell""}, {""token"": ""Glut - 1"", ""start_span"": 66, ""end_span"": 74, ""type"": ""Gene_or_gene_product""}]"	train
The nm23 - H1 gene product has been considered as an anti - metastatic protein and the level of its expression has been reported to correlate inversely with metastatic potential in some cancers.	nm23 - H1,4,13,Gene_or_gene_product	cancers,186,193,Cancer	"[{""token"": ""nm23 - H1"", ""start_span"": 4, ""end_span"": 13, ""type"": ""Gene_or_gene_product""}, {""token"": ""cancers"", ""start_span"": 186, ""end_span"": 193, ""type"": ""Cancer""}]"	train
However, the expression of nm23 - H1 gene product in the metastatic sites have not been studied in detail.	nm23 - H1,27,36,Gene_or_gene_product	sites,68,73,Multi	"[{""token"": ""nm23 - H1"", ""start_span"": 27, ""end_span"": 36, ""type"": ""Gene_or_gene_product""}, {""token"": ""sites"", ""start_span"": 68, ""end_span"": 73, ""type"": ""Multi""}]"	train
There was, furthermore, no correlation between the heterogeneity of nm23 - H1 gene product expression and the patients survival.	nm23 - H1,68,77,Gene_or_gene_product	patients,110,118,Organism	"[{""token"": ""nm23 - H1"", ""start_span"": 68, ""end_span"": 77, ""type"": ""Gene_or_gene_product""}, {""token"": ""patients"", ""start_span"": 110, ""end_span"": 118, ""type"": ""Organism""}]"	train
In conclusion, the level of nm23 - H1 gene product expression does not significantly reveal prognostic value in node - positive lung cancers.	nm23 - H1,28,37,Gene_or_gene_product	node - positive lung cancers,112,140,Cancer	"[{""token"": ""nm23 - H1"", ""start_span"": 28, ""end_span"": 37, ""type"": ""Gene_or_gene_product""}, {""token"": ""node - positive lung cancers"", ""start_span"": 112, ""end_span"": 140, ""type"": ""Cancer""}]"	train
Bradycardia - induced coronary angiogenesis is dependent on vascular endothelial growth factor.	coronary,22,30,Multi	vascular endothelial growth factor,60,94,Gene_or_gene_product	"[{""token"": ""coronary"", ""start_span"": 22, ""end_span"": 30, ""type"": ""Multi""}, {""token"": ""vascular endothelial growth factor"", ""start_span"": 60, ""end_span"": 94, ""type"": ""Gene_or_gene_product""}]"	train
Arterial pressure and cardiac output were unchanged.	Arterial,0,8,Multi	cardiac,22,29,Organ	"[{""token"": ""Arterial"", ""start_span"": 0, ""end_span"": 8, ""type"": ""Multi""}, {""token"": ""cardiac"", ""start_span"": 22, ""end_span"": 29, ""type"": ""Organ""}]"	train
After 1 week of treatment, before an increase in capillary length density, VEGF mRNA increased greater than 2 - fold and then declined to control levels after 3 weeks of treatment.	capillary,49,58,Tissue	VEGF,75,79,Gene_or_gene_product	"[{""token"": ""capillary"", ""start_span"": 49, ""end_span"": 58, ""type"": ""Tissue""}, {""token"": ""VEGF"", ""start_span"": 75, ""end_span"": 79, ""type"": ""Gene_or_gene_product""}]"	train
Injection of VEGF - neutralizing antibodies over a 2 - week period completely blocked alinidine - stimulated angiogenesis.	VEGF,13,17,Gene_or_gene_product	alinidine,86,95,Chemical	"[{""token"": ""VEGF"", ""start_span"": 13, ""end_span"": 17, ""type"": ""Gene_or_gene_product""}, {""token"": ""alinidine"", ""start_span"": 86, ""end_span"": 95, ""type"": ""Chemical""}]"	train
In contrast, bFGF mRNA was not altered by alinidine treatment.	bFGF,13,17,Gene_or_gene_product	alinidine,42,51,Chemical	"[{""token"": ""bFGF"", ""start_span"": 13, ""end_span"": 17, ""type"": ""Gene_or_gene_product""}, {""token"": ""alinidine"", ""start_span"": 42, ""end_span"": 51, ""type"": ""Chemical""}]"	train
External beam radiotherapy for subretinal neovascularization in age - related macular degeneration: is this treatment efficient?	subretinal,31,41,Immaterial_anatomical_entity	macular,78,85,Tissue	"[{""token"": ""subretinal"", ""start_span"": 31, ""end_span"": 41, ""type"": ""Immaterial_anatomical_entity""}, {""token"": ""macular"", ""start_span"": 78, ""end_span"": 85, ""type"": ""Tissue""}]"	train
PURPOSE: Control of the natural course of subretinal neovascularization ( SRNV) in age - related macular degeneration ( AMD) is difficult.	subretinal,42,52,Immaterial_anatomical_entity	macular,97,104,Tissue	"[{""token"": ""subretinal"", ""start_span"": 42, ""end_span"": 52, ""type"": ""Immaterial_anatomical_entity""}, {""token"": ""macular"", ""start_span"": 97, ""end_span"": 104, ""type"": ""Tissue""}]"	train
METHODS AND MATERIALS: The prospective trial included 287 patients with subfoveal neovascularization due to AMD which was verified by fluorescein angiography.	patients,58,66,Organism	fluorescein,134,145,Chemical	"[{""token"": ""patients"", ""start_span"": 58, ""end_span"": 66, ""type"": ""Organism""}, {""token"": ""fluorescein"", ""start_span"": 134, ""end_span"": 145, ""type"": ""Chemical""}]"	train
All patients received a total dose of 16 Gy in 2 - Gy daily fractions with 5 - 6 MeV photons based on computerized treatment planning in individual head mask fixation.	patients,4,12,Organism	head,148,152,Organism_subdivision	"[{""token"": ""patients"", ""start_span"": 4, ""end_span"": 12, ""type"": ""Organism""}, {""token"": ""head"", ""start_span"": 148, ""end_span"": 152, ""type"": ""Organism_subdivision""}]"	train
Eighteen patients with SRNV refusing radiotherapy served as a control group and were matched with 18 irradiated patients.	patients,9,17,Organism	patients,112,120,Organism	"[{""token"": ""patients"", ""start_span"": 9, ""end_span"": 17, ""type"": ""Organism""}, {""token"": ""patients"", ""start_span"": 112, ""end_span"": 120, ""type"": ""Organism""}]"	train
One such factor, vascular endothelial growth factor ( VEGF), is considered to exert a potent angiogenic activity, as indicated by immunohistochemical and molecular evidence.	vascular endothelial growth factor,17,51,Gene_or_gene_product	VEGF,54,58,Gene_or_gene_product	"[{""token"": ""vascular endothelial growth factor"", ""start_span"": 17, ""end_span"": 51, ""type"": ""Gene_or_gene_product""}, {""token"": ""VEGF"", ""start_span"": 54, ""end_span"": 58, ""type"": ""Gene_or_gene_product""}]"	train
s - VEGF was also measured before, 4 and 8 weeks after nephrectomy in 11 patients.	VEGF,4,8,Gene_or_gene_product	patients,73,81,Organism	"[{""token"": ""VEGF"", ""start_span"": 4, ""end_span"": 8, ""type"": ""Gene_or_gene_product""}, {""token"": ""patients"", ""start_span"": 73, ""end_span"": 81, ""type"": ""Organism""}]"	train
s - VEGF significantly correlated with the tumor volume obtained by a three - dimensional measurement ( r = 0. 802, P less than 0. 0001).	VEGF,4,8,Gene_or_gene_product	tumor,43,48,Cancer	"[{""token"": ""VEGF"", ""start_span"": 4, ""end_span"": 8, ""type"": ""Gene_or_gene_product""}, {""token"": ""tumor"", ""start_span"": 43, ""end_span"": 48, ""type"": ""Cancer""}]"	train
Vascular endothelial growth factor ( VEGF) is known to be operative in the pathogenesis of diabetic retinopathy.	Vascular endothelial growth factor,0,34,Gene_or_gene_product	VEGF,37,41,Gene_or_gene_product	"[{""token"": ""Vascular endothelial growth factor"", ""start_span"": 0, ""end_span"": 34, ""type"": ""Gene_or_gene_product""}, {""token"": ""VEGF"", ""start_span"": 37, ""end_span"": 41, ""type"": ""Gene_or_gene_product""}]"	train
"Paraganglioma tissue fragments obtained at surgery from a VHL type 2a patient were transplanted s. c. to male BALB / c nu / nu ( nude) mice: ( a) 2 - 3 - mm fragments for "" prevention "" experiments; and ( b) 2 - 3 - mm fragments allowed to grow to 1 cm for "" intervention "" studies."	Paraganglioma tissue fragments,0,30,Tissue	patient,70,77,Organism	"[{""token"": ""Paraganglioma tissue fragments"", ""start_span"": 0, ""end_span"": 30, ""type"": ""Tissue""}, {""token"": ""patient"", ""start_span"": 70, ""end_span"": 77, ""type"": ""Organism""}]"	train
Both groups received either 0. 5 mg / ml linomide in drinking water or acidified water and were followed until tumor diameter reached 3 cm or for 4 weeks.	linomide,41,49,Chemical	tumor,111,116,Cancer	"[{""token"": ""linomide"", ""start_span"": 41, ""end_span"": 49, ""type"": ""Chemical""}, {""token"": ""tumor"", ""start_span"": 111, ""end_span"": 116, ""type"": ""Cancer""}]"	train
Histological examination of tumors from linomide - treated animals revealed marked avascularity.	tumors,28,34,Cancer	linomide,40,48,Chemical	"[{""token"": ""tumors"", ""start_span"": 28, ""end_span"": 34, ""type"": ""Cancer""}, {""token"": ""linomide"", ""start_span"": 40, ""end_span"": 48, ""type"": ""Chemical""}]"	train
Treated animals also displayed a 2. 4 - fold reduction of tumor vascular endothelial growth factor mRNA levels.	tumor,58,63,Cancer	vascular endothelial growth factor,64,98,Gene_or_gene_product	"[{""token"": ""tumor"", ""start_span"": 58, ""end_span"": 63, ""type"": ""Cancer""}, {""token"": ""vascular endothelial growth factor"", ""start_span"": 64, ""end_span"": 98, ""type"": ""Gene_or_gene_product""}]"	train
Taken together, our data indicate that in VHL disease, therapy directed at inhibition of constitutively expressed VEGF induction of angiogenesis by VHL tumors may constitute an effective medical treatment.	VEGF,114,118,Gene_or_gene_product	VHL tumors,148,158,Cancer	"[{""token"": ""VEGF"", ""start_span"": 114, ""end_span"": 118, ""type"": ""Gene_or_gene_product""}, {""token"": ""VHL tumors"", ""start_span"": 148, ""end_span"": 158, ""type"": ""Cancer""}]"	train
It has a mitogenic activity for MEF cells, as demonstrated by an immediate induction of cell doubling time.	MEF cells,32,41,Cell	cell,88,92,Cell	"[{""token"": ""MEF cells"", ""start_span"": 32, ""end_span"": 41, ""type"": ""Cell""}, {""token"": ""cell"", ""start_span"": 88, ""end_span"": 92, ""type"": ""Cell""}]"	train
The effect of ATX secretion on in vitro cell motility was variable.	ATX,14,17,Gene_or_gene_product	cell,40,44,Cell	"[{""token"": ""ATX"", ""start_span"": 14, ""end_span"": 17, ""type"": ""Gene_or_gene_product""}, {""token"": ""cell"", ""start_span"": 40, ""end_span"": 44, ""type"": ""Cell""}]"	train
This difference in invasiveness was not caused by differences in gelatinase production, which was constant within each group of transfectants.	gelatinase,65,75,Gene_or_gene_product	transfectants,128,141,Cell	"[{""token"": ""gelatinase"", ""start_span"": 65, ""end_span"": 75, ""type"": ""Gene_or_gene_product""}, {""token"": ""transfectants"", ""start_span"": 128, ""end_span"": 141, ""type"": ""Cell""}]"	train
Here we describe a 185 - kDa tandem duplication mutant ( TDM) that is expressed in KE and A - 1235 glioma cells, along with certain functional characteristics of the mutants.	KE,83,85,Cell	A - 1235 glioma cells,90,111,Cell	"[{""token"": ""KE"", ""start_span"": 83, ""end_span"": 85, ""type"": ""Cell""}, {""token"": ""A - 1235 glioma cells"", ""start_span"": 90, ""end_span"": 111, ""type"": ""Cell""}]"	train
The corresponding transcripts in KE and A - 1235 cells contain 1053 additional nucleotides representing an in - frame duplication of exons 18 through 25 which encode the entire TK region and a portion of the CAIN domain.	KE,33,35,Cell	A - 1235 cells,40,54,Cell	"[{""token"": ""KE"", ""start_span"": 33, ""end_span"": 35, ""type"": ""Cell""}, {""token"": ""A - 1235 cells"", ""start_span"": 40, ""end_span"": 54, ""type"": ""Cell""}]"	train
In addition, most of these agents require instrumentation of the urinary tract and are delivered at a significant cost and potential morbidity to the patient.	urinary tract,65,78,Organism_subdivision	patient,150,157,Organism	"[{""token"": ""urinary tract"", ""start_span"": 65, ""end_span"": 78, ""type"": ""Organism_subdivision""}, {""token"": ""patient"", ""start_span"": 150, ""end_span"": 157, ""type"": ""Organism""}]"	train
However, the mechanism ( s) by which ciprofloxacin elicits its biological effects on bladder cancer cells is not well documented.	ciprofloxacin,37,50,Chemical	bladder cancer cells,85,105,Cell	"[{""token"": ""ciprofloxacin"", ""start_span"": 37, ""end_span"": 50, ""type"": ""Chemical""}, {""token"": ""bladder cancer cells"", ""start_span"": 85, ""end_span"": 105, ""type"": ""Cell""}]"	train
The down - regulation of p21WAF1 closely correlated with poly ( ADP - ribose) polymerase cleavage and CPP32 activation.	p21WAF1,25,32,Gene_or_gene_product	CPP32,102,107,Gene_or_gene_product	"[{""token"": ""p21WAF1"", ""start_span"": 25, ""end_span"": 32, ""type"": ""Gene_or_gene_product""}, {""token"": ""CPP32"", ""start_span"": 102, ""end_span"": 107, ""type"": ""Gene_or_gene_product""}]"	train
Long - term peritoneal dialysis ( PD) is associated with alterations in peritoneal permeability and loss of ultrafiltration.	peritoneal,12,22,Multi	peritoneal,72,82,Multi	"[{""token"": ""peritoneal"", ""start_span"": 12, ""end_span"": 22, ""type"": ""Multi""}, {""token"": ""peritoneal"", ""start_span"": 72, ""end_span"": 82, ""type"": ""Multi""}]"	train
In uremic patients, NOS activity is positively correlated with the duration of PD.	patients,10,18,Organism	NOS,20,23,Gene_or_gene_product	"[{""token"": ""patients"", ""start_span"": 10, ""end_span"": 18, ""type"": ""Organism""}, {""token"": ""NOS"", ""start_span"": 20, ""end_span"": 23, ""type"": ""Gene_or_gene_product""}]"	train
In the latter, VEGF colocalized with the advanced glycation end product pentosidine deposits.	VEGF,15,19,Gene_or_gene_product	pentosidine,72,83,Chemical	"[{""token"": ""VEGF"", ""start_span"": 15, ""end_span"": 19, ""type"": ""Gene_or_gene_product""}, {""token"": ""pentosidine"", ""start_span"": 72, ""end_span"": 83, ""type"": ""Chemical""}]"	train
Neuroblastoma and hepatocyte coculture conditioned media alter apoptosis.	Neuroblastoma,0,13,Cancer	hepatocyte,18,28,Cell	"[{""token"": ""Neuroblastoma"", ""start_span"": 0, ""end_span"": 13, ""type"": ""Cancer""}, {""token"": ""hepatocyte"", ""start_span"": 18, ""end_span"": 28, ""type"": ""Cell""}]"	train
BACKGROUND: Neuroblastoma is a childhood tumor that often displays unusual biological behavior.	Neuroblastoma,12,25,Cancer	tumor,41,46,Cancer	"[{""token"": ""Neuroblastoma"", ""start_span"": 12, ""end_span"": 25, ""type"": ""Cancer""}, {""token"": ""tumor"", ""start_span"": 41, ""end_span"": 46, ""type"": ""Cancer""}]"	train
Apoptosis, or programmed cell death, is thought to play a role in the dichotomous behavior of neuroblastoma.	cell,25,29,Cell	neuroblastoma,94,107,Cancer	"[{""token"": ""cell"", ""start_span"": 25, ""end_span"": 29, ""type"": ""Cell""}, {""token"": ""neuroblastoma"", ""start_span"": 94, ""end_span"": 107, ""type"": ""Cancer""}]"	train
We hypothesize that neuroblastoma cells will interact with host tissues to release mediators that affect apoptosis.	neuroblastoma cells,20,39,Cell	tissues,64,71,Tissue	"[{""token"": ""neuroblastoma cells"", ""start_span"": 20, ""end_span"": 39, ""type"": ""Cell""}, {""token"": ""tissues"", ""start_span"": 64, ""end_span"": 71, ""type"": ""Tissue""}]"	train
Neuroblastoma cells and Chang hepatocytes are then plated separately with the conditioned medium and their own standard growth medium as controls.	Neuroblastoma cells,0,19,Cell	Chang hepatocytes,24,41,Cell	"[{""token"": ""Neuroblastoma cells"", ""start_span"": 0, ""end_span"": 19, ""type"": ""Cell""}, {""token"": ""Chang hepatocytes"", ""start_span"": 24, ""end_span"": 41, ""type"": ""Cell""}]"	train
The neuroblastoma cells have a significant decrease in Fas ligand.	neuroblastoma cells,4,23,Cell	Fas ligand,55,65,Gene_or_gene_product	"[{""token"": ""neuroblastoma cells"", ""start_span"": 4, ""end_span"": 23, ""type"": ""Cell""}, {""token"": ""Fas ligand"", ""start_span"": 55, ""end_span"": 65, ""type"": ""Gene_or_gene_product""}]"	train
Finally, Bcl - 2 is significantly increased in the neuroblastoma cells cultured in the conditioned media.	Bcl - 2,9,16,Gene_or_gene_product	neuroblastoma cells,51,70,Cell	"[{""token"": ""Bcl - 2"", ""start_span"": 9, ""end_span"": 16, ""type"": ""Gene_or_gene_product""}, {""token"": ""neuroblastoma cells"", ""start_span"": 51, ""end_span"": 70, ""type"": ""Cell""}]"	train
Neoplastic transformation by Notch requires nuclear localization.	Notch,29,34,Gene_or_gene_product	nuclear,44,51,Cellular_component	"[{""token"": ""Notch"", ""start_span"": 29, ""end_span"": 34, ""type"": ""Gene_or_gene_product""}, {""token"": ""nuclear"", ""start_span"": 44, ""end_span"": 51, ""type"": ""Cellular_component""}]"	train
However, it is clear that the Notch signaling pathway mediates its effects through intercellular contact between neighboring cells.	Notch,30,35,Gene_or_gene_product	cells,125,130,Cell	"[{""token"": ""Notch"", ""start_span"": 30, ""end_span"": 35, ""type"": ""Gene_or_gene_product""}, {""token"": ""cells"", ""start_span"": 125, ""end_span"": 130, ""type"": ""Cell""}]"	train
Several Notch genes have clearly been shown to be proto - oncogenes in mammalian cells.	Notch,8,13,Gene_or_gene_product	mammalian cells,71,86,Cell	"[{""token"": ""Notch"", ""start_span"": 8, ""end_span"": 13, ""type"": ""Gene_or_gene_product""}, {""token"": ""mammalian cells"", ""start_span"": 71, ""end_span"": 86, ""type"": ""Cell""}]"	train
