Sentence	entity_1	entity_2	entity_3	entity_4	entity_5	entity_6	json	split
In this study we investigated the serum VEGF level ( s - VEGF) in patients with renal cell carcinoma ( RCC).	serum,34,39,Organism_substance	VEGF,40,44,Gene_or_gene_product	VEGF,57,61,Gene_or_gene_product	patients,66,74,Organism	renal cell carcinoma,80,100,Cancer	RCC,103,106,Cancer	"[{""token"": ""serum"", ""start_span"": 34, ""end_span"": 39, ""type"": ""Organism_substance""}, {""token"": ""VEGF"", ""start_span"": 40, ""end_span"": 44, ""type"": ""Gene_or_gene_product""}, {""token"": ""VEGF"", ""start_span"": 57, ""end_span"": 61, ""type"": ""Gene_or_gene_product""}, {""token"": ""patients"", ""start_span"": 66, ""end_span"": 74, ""type"": ""Organism""}, {""token"": ""renal cell carcinoma"", ""start_span"": 80, ""end_span"": 100, ""type"": ""Cancer""}, {""token"": ""RCC"", ""start_span"": 103, ""end_span"": 106, ""type"": ""Cancer""}]"	train
s - VEGF in peripheral blood samples was analyzed in 40 RCC patients and 40 patients without cancer ( controls) using a sandwich enzyme - linked immunoassay.	VEGF,4,8,Gene_or_gene_product	peripheral blood samples,12,36,Organism_substance	RCC,56,59,Cancer	patients,60,68,Organism	patients,76,84,Organism	cancer,93,99,Cancer	"[{""token"": ""VEGF"", ""start_span"": 4, ""end_span"": 8, ""type"": ""Gene_or_gene_product""}, {""token"": ""peripheral blood samples"", ""start_span"": 12, ""end_span"": 36, ""type"": ""Organism_substance""}, {""token"": ""RCC"", ""start_span"": 56, ""end_span"": 59, ""type"": ""Cancer""}, {""token"": ""patients"", ""start_span"": 60, ""end_span"": 68, ""type"": ""Organism""}, {""token"": ""patients"", ""start_span"": 76, ""end_span"": 84, ""type"": ""Organism""}, {""token"": ""cancer"", ""start_span"": 93, ""end_span"": 99, ""type"": ""Cancer""}]"	train
The results indicate that tumor tissue of RCC liberates VEGF into the systemic blood flow and that s - VEGF is a possible marker for RCC.	tumor tissue,26,38,Tissue	RCC,42,45,Cancer	VEGF,56,60,Gene_or_gene_product	blood,79,84,Organism_substance	VEGF,103,107,Gene_or_gene_product	RCC,133,136,Cancer	"[{""token"": ""tumor tissue"", ""start_span"": 26, ""end_span"": 38, ""type"": ""Tissue""}, {""token"": ""RCC"", ""start_span"": 42, ""end_span"": 45, ""type"": ""Cancer""}, {""token"": ""VEGF"", ""start_span"": 56, ""end_span"": 60, ""type"": ""Gene_or_gene_product""}, {""token"": ""blood"", ""start_span"": 79, ""end_span"": 84, ""type"": ""Organism_substance""}, {""token"": ""VEGF"", ""start_span"": 103, ""end_span"": 107, ""type"": ""Gene_or_gene_product""}, {""token"": ""RCC"", ""start_span"": 133, ""end_span"": 136, ""type"": ""Cancer""}]"	train
To examine the mechanisms by which insulin regulates VEGF expression, human retinal pigment epithelial ( RPE) cells were exposed to insulin, and VEGF mRNA levels were quantified with RNase protection assays ( RPAs).	insulin,35,42,Gene_or_gene_product	VEGF,53,57,Gene_or_gene_product	human,70,75,Organism	insulin,132,139,Gene_or_gene_product	VEGF,145,149,Gene_or_gene_product	RNase,183,188,Gene_or_gene_product	"[{""token"": ""insulin"", ""start_span"": 35, ""end_span"": 42, ""type"": ""Gene_or_gene_product""}, {""token"": ""VEGF"", ""start_span"": 53, ""end_span"": 57, ""type"": ""Gene_or_gene_product""}, {""token"": ""human"", ""start_span"": 70, ""end_span"": 75, ""type"": ""Organism""}, {""token"": ""insulin"", ""start_span"": 132, ""end_span"": 139, ""type"": ""Gene_or_gene_product""}, {""token"": ""VEGF"", ""start_span"": 145, ""end_span"": 149, ""type"": ""Gene_or_gene_product""}, {""token"": ""RNase"", ""start_span"": 183, ""end_span"": 188, ""type"": ""Gene_or_gene_product""}]"	train
In vivo nuclear magnetic resonance analysis of tumor blood flow in linomide - treated animals showed localization of blood vessels almost exclusively to the periphery of the poorly vascularized tumors with a significant reduction of both vascular functionality and vasodilation.	tumor,47,52,Cancer	blood,53,58,Organism_substance	linomide,67,75,Chemical	blood vessels,117,130,Multi	tumors,194,200,Cancer	vascular,238,246,Multi	"[{""token"": ""tumor"", ""start_span"": 47, ""end_span"": 52, ""type"": ""Cancer""}, {""token"": ""blood"", ""start_span"": 53, ""end_span"": 58, ""type"": ""Organism_substance""}, {""token"": ""linomide"", ""start_span"": 67, ""end_span"": 75, ""type"": ""Chemical""}, {""token"": ""blood vessels"", ""start_span"": 117, ""end_span"": 130, ""type"": ""Multi""}, {""token"": ""tumors"", ""start_span"": 194, ""end_span"": 200, ""type"": ""Cancer""}, {""token"": ""vascular"", ""start_span"": 238, ""end_span"": 246, ""type"": ""Multi""}]"	train
The ras - transformed, ATX - secreting subclones had enhanced motility to ATX as chemoattractant, but there was little difference in the motility responses of NIH3T3 cells transfected with atx, an inactive mutant gene, or empty vector.	ras,4,7,Gene_or_gene_product	ATX,23,26,Gene_or_gene_product	subclones,39,48,Cell	ATX,74,77,Gene_or_gene_product	NIH3T3 cells,159,171,Cell	atx,189,192,Gene_or_gene_product	"[{""token"": ""ras"", ""start_span"": 4, ""end_span"": 7, ""type"": ""Gene_or_gene_product""}, {""token"": ""ATX"", ""start_span"": 23, ""end_span"": 26, ""type"": ""Gene_or_gene_product""}, {""token"": ""subclones"", ""start_span"": 39, ""end_span"": 48, ""type"": ""Cell""}, {""token"": ""ATX"", ""start_span"": 74, ""end_span"": 77, ""type"": ""Gene_or_gene_product""}, {""token"": ""NIH3T3 cells"", ""start_span"": 159, ""end_span"": 171, ""type"": ""Cell""}, {""token"": ""atx"", ""start_span"": 189, ""end_span"": 192, ""type"": ""Gene_or_gene_product""}]"	train
Ciprofloxacin mediated cell growth inhibition, S / G2 - M cell cycle arrest, and apoptosis in a human transitional cell carcinoma of the bladder cell line.	Ciprofloxacin,0,13,Chemical	cell,23,27,Cell	cell,58,62,Cell	human,96,101,Organism	transitional cell carcinoma,102,129,Cancer	bladder cell line,137,154,Cell	"[{""token"": ""Ciprofloxacin"", ""start_span"": 0, ""end_span"": 13, ""type"": ""Chemical""}, {""token"": ""cell"", ""start_span"": 23, ""end_span"": 27, ""type"": ""Cell""}, {""token"": ""cell"", ""start_span"": 58, ""end_span"": 62, ""type"": ""Cell""}, {""token"": ""human"", ""start_span"": 96, ""end_span"": 101, ""type"": ""Organism""}, {""token"": ""transitional cell carcinoma"", ""start_span"": 102, ""end_span"": 129, ""type"": ""Cancer""}, {""token"": ""bladder cell line"", ""start_span"": 137, ""end_span"": 154, ""type"": ""Cell""}]"	train
Hence, the down - regulation of p21WAF1, together with the alterations in Bax and cdk2 as observed in our studies, may define a novel mechanism by which ciprofloxacin inhibits tumor cell growth and induces apoptotic cell death.	p21WAF1,32,39,Gene_or_gene_product	Bax,74,77,Gene_or_gene_product	cdk2,82,86,Gene_or_gene_product	ciprofloxacin,153,166,Chemical	tumor cell,176,186,Cell	cell,216,220,Cell	"[{""token"": ""p21WAF1"", ""start_span"": 32, ""end_span"": 39, ""type"": ""Gene_or_gene_product""}, {""token"": ""Bax"", ""start_span"": 74, ""end_span"": 77, ""type"": ""Gene_or_gene_product""}, {""token"": ""cdk2"", ""start_span"": 82, ""end_span"": 86, ""type"": ""Gene_or_gene_product""}, {""token"": ""ciprofloxacin"", ""start_span"": 153, ""end_span"": 166, ""type"": ""Chemical""}, {""token"": ""tumor cell"", ""start_span"": 176, ""end_span"": 186, ""type"": ""Cell""}, {""token"": ""cell"", ""start_span"": 216, ""end_span"": 220, ""type"": ""Cell""}]"	train
Alpha - melanocyte - stimulating hormone modulates activation of NF - kappa B and AP - 1 and secretion of interleukin - 8 in human dermal fibroblasts.	Alpha - melanocyte - stimulating hormone,0,40,Gene_or_gene_product	NF - kappa B,65,77,Gene_or_gene_product	AP - 1,82,88,Gene_or_gene_product	interleukin - 8,106,121,Gene_or_gene_product	human,125,130,Organism	dermal fibroblasts,131,149,Cell	"[{""token"": ""Alpha - melanocyte - stimulating hormone"", ""start_span"": 0, ""end_span"": 40, ""type"": ""Gene_or_gene_product""}, {""token"": ""NF - kappa B"", ""start_span"": 65, ""end_span"": 77, ""type"": ""Gene_or_gene_product""}, {""token"": ""AP - 1"", ""start_span"": 82, ""end_span"": 88, ""type"": ""Gene_or_gene_product""}, {""token"": ""interleukin - 8"", ""start_span"": 106, ""end_span"": 121, ""type"": ""Gene_or_gene_product""}, {""token"": ""human"", ""start_span"": 125, ""end_span"": 130, ""type"": ""Organism""}, {""token"": ""dermal fibroblasts"", ""start_span"": 131, ""end_span"": 149, ""type"": ""Cell""}]"	train
By use of electric mobility shift assays, we demonstrate that alpha - MSH ( 10 ( - 6) to 10 ( - 14) M) activates AP - 1 in human dermal fibroblasts, whereas coincubation with interleukin - 1 beta ( IL - 1 beta) results in suppression of its activation.	alpha - MSH,62,73,Gene_or_gene_product	AP - 1,113,119,Gene_or_gene_product	human,123,128,Organism	dermal fibroblasts,129,147,Cell	interleukin - 1 beta,175,195,Gene_or_gene_product	IL - 1 beta,198,209,Gene_or_gene_product	"[{""token"": ""alpha - MSH"", ""start_span"": 62, ""end_span"": 73, ""type"": ""Gene_or_gene_product""}, {""token"": ""AP - 1"", ""start_span"": 113, ""end_span"": 119, ""type"": ""Gene_or_gene_product""}, {""token"": ""human"", ""start_span"": 123, ""end_span"": 128, ""type"": ""Organism""}, {""token"": ""dermal fibroblasts"", ""start_span"": 129, ""end_span"": 147, ""type"": ""Cell""}, {""token"": ""interleukin - 1 beta"", ""start_span"": 175, ""end_span"": 195, ""type"": ""Gene_or_gene_product""}, {""token"": ""IL - 1 beta"", ""start_span"": 198, ""end_span"": 209, ""type"": ""Gene_or_gene_product""}]"	train
