Sentence	entity_1	entity_2	entity_3	entity_4	entity_5	entity_6	entity_7	entity_8	entity_9	entity_10	json	split
Genes encoding streptolysin O ( slo or spy0167) and the SpeB protease ( spy2039) were downregulated, while genes encoding pyrogenic exotoxin H ( speH or spy1008) and a putative fibronectin - binding protein ( spy0130) were upregulated.	streptolysin O,15,29,Protein	slo,32,35,Protein	spy0167,39,46,Protein	SpeB,56,60,Protein	spy2039,72,79,Protein	pyrogenic exotoxin H,122,142,Protein	speH,145,149,Protein	spy1008,153,160,Protein	putative fibronectin - binding protein,168,206,Protein	spy0130,209,216,Protein	"[{""token"": ""streptolysin O"", ""start_span"": 15, ""end_span"": 29, ""type"": ""Protein""}, {""token"": ""slo"", ""start_span"": 32, ""end_span"": 35, ""type"": ""Protein""}, {""token"": ""spy0167"", ""start_span"": 39, ""end_span"": 46, ""type"": ""Protein""}, {""token"": ""SpeB"", ""start_span"": 56, ""end_span"": 60, ""type"": ""Protein""}, {""token"": ""spy2039"", ""start_span"": 72, ""end_span"": 79, ""type"": ""Protein""}, {""token"": ""pyrogenic exotoxin H"", ""start_span"": 122, ""end_span"": 142, ""type"": ""Protein""}, {""token"": ""speH"", ""start_span"": 145, ""end_span"": 149, ""type"": ""Protein""}, {""token"": ""spy1008"", ""start_span"": 153, ""end_span"": 160, ""type"": ""Protein""}, {""token"": ""putative fibronectin - binding protein"", ""start_span"": 168, ""end_span"": 206, ""type"": ""Protein""}, {""token"": ""spy0130"", ""start_span"": 209, ""end_span"": 216, ""type"": ""Protein""}]"	train
Investigation of the mechanism of regulation of fimA by FimR indicates that FimR does not bind directly to the fimA promoter, but rather binds to the promoter region of the first gene ( pg2130) in the fimA cluster, suggesting that PG2130 is the FimR target gene, which in turn regulates expression of other genes in the fimA cluster, including the fimA gene ( Nishikawa et al., 2004).	fimA,48,52,Protein	FimR,56,60,Protein	FimR,76,80,Protein	fimA,111,115,Protein	pg2130,186,192,Protein	fimA,201,205,Protein	PG2130,231,237,Protein	FimR,245,249,Protein	fimA,320,324,Protein	fimA,348,352,Protein	"[{""token"": ""fimA"", ""start_span"": 48, ""end_span"": 52, ""type"": ""Protein""}, {""token"": ""FimR"", ""start_span"": 56, ""end_span"": 60, ""type"": ""Protein""}, {""token"": ""FimR"", ""start_span"": 76, ""end_span"": 80, ""type"": ""Protein""}, {""token"": ""fimA"", ""start_span"": 111, ""end_span"": 115, ""type"": ""Protein""}, {""token"": ""pg2130"", ""start_span"": 186, ""end_span"": 192, ""type"": ""Protein""}, {""token"": ""fimA"", ""start_span"": 201, ""end_span"": 205, ""type"": ""Protein""}, {""token"": ""PG2130"", ""start_span"": 231, ""end_span"": 237, ""type"": ""Protein""}, {""token"": ""FimR"", ""start_span"": 245, ""end_span"": 249, ""type"": ""Protein""}, {""token"": ""fimA"", ""start_span"": 320, ""end_span"": 324, ""type"": ""Protein""}, {""token"": ""fimA"", ""start_span"": 348, ""end_span"": 352, ""type"": ""Protein""}]"	train
To determine production of long ( major) and short ( minor) fimbriae in the fimR - mutant, western blotting was performed with a polyclonal anti - FimA or anti - Mfa1 antibody to compare fimbrial production in wild - type strain ( 33277), the fimR - mutant ( FRE), the fimA - mutant ( FAT) and the mfa1 - mutant ( MFAE).	fimR,76,80,Protein	FimA,147,151,Protein	Mfa1,162,166,Protein	33277,231,236,Organism	fimR,243,247,Protein	FRE,259,262,Organism	fimA,269,273,Protein	FAT,285,288,Organism	mfa1,298,302,Protein	MFAE,314,318,Organism	"[{""token"": ""fimR"", ""start_span"": 76, ""end_span"": 80, ""type"": ""Protein""}, {""token"": ""FimA"", ""start_span"": 147, ""end_span"": 151, ""type"": ""Protein""}, {""token"": ""Mfa1"", ""start_span"": 162, ""end_span"": 166, ""type"": ""Protein""}, {""token"": ""33277"", ""start_span"": 231, ""end_span"": 236, ""type"": ""Organism""}, {""token"": ""fimR"", ""start_span"": 243, ""end_span"": 247, ""type"": ""Protein""}, {""token"": ""FRE"", ""start_span"": 259, ""end_span"": 262, ""type"": ""Organism""}, {""token"": ""fimA"", ""start_span"": 269, ""end_span"": 273, ""type"": ""Protein""}, {""token"": ""FAT"", ""start_span"": 285, ""end_span"": 288, ""type"": ""Organism""}, {""token"": ""mfa1"", ""start_span"": 298, ""end_span"": 302, ""type"": ""Protein""}, {""token"": ""MFAE"", ""start_span"": 314, ""end_span"": 318, ""type"": ""Organism""}]"	train
"Beside these microorganisms, TctE / TctD homologues controlling the transport of tricarboxylic acid ( see section "" Tricarboxylate utilization "") are present in the genera Salmonella, Burkholderia, Agrobacterium, Bordetella, Collinsella, Xylella, Xanthomonas, and Pseudomonas, particularly P. entomophila, all of which are found in association with eukaryotes."	TctE,29,33,Protein	TctD,36,40,Protein	Salmonella,172,182,Organism	Burkholderia,184,196,Organism	Agrobacterium,198,211,Organism	Bordetella,213,223,Organism	Collinsella,225,236,Organism	Xylella,238,245,Organism	Xanthomonas,247,258,Organism	Pseudomonas,264,275,Organism	"[{""token"": ""TctE"", ""start_span"": 29, ""end_span"": 33, ""type"": ""Protein""}, {""token"": ""TctD"", ""start_span"": 36, ""end_span"": 40, ""type"": ""Protein""}, {""token"": ""Salmonella"", ""start_span"": 172, ""end_span"": 182, ""type"": ""Organism""}, {""token"": ""Burkholderia"", ""start_span"": 184, ""end_span"": 196, ""type"": ""Organism""}, {""token"": ""Agrobacterium"", ""start_span"": 198, ""end_span"": 211, ""type"": ""Organism""}, {""token"": ""Bordetella"", ""start_span"": 213, ""end_span"": 223, ""type"": ""Organism""}, {""token"": ""Collinsella"", ""start_span"": 225, ""end_span"": 236, ""type"": ""Organism""}, {""token"": ""Xylella"", ""start_span"": 238, ""end_span"": 245, ""type"": ""Organism""}, {""token"": ""Xanthomonas"", ""start_span"": 247, ""end_span"": 258, ""type"": ""Organism""}, {""token"": ""Pseudomonas"", ""start_span"": 264, ""end_span"": 275, ""type"": ""Organism""}]"	train
Further examples for shared proteases are another Zn - dependent protease ( Plu0306 / YE4066), the protease III ( Plu0631 / YE3311), and DegQ / DegS ( YE3744 / YE3745 / Plu4018 / Plu4022).	Plu0306,76,83,Protein	YE4066,86,92,Protein	Plu0631,114,121,Protein	YE3311,124,130,Protein	DegQ,137,141,Protein	DegS,144,148,Protein	YE3744,151,157,Protein	YE3745,160,166,Protein	Plu4018,169,176,Protein	Plu4022,179,186,Protein	"[{""token"": ""Plu0306"", ""start_span"": 76, ""end_span"": 83, ""type"": ""Protein""}, {""token"": ""YE4066"", ""start_span"": 86, ""end_span"": 92, ""type"": ""Protein""}, {""token"": ""Plu0631"", ""start_span"": 114, ""end_span"": 121, ""type"": ""Protein""}, {""token"": ""YE3311"", ""start_span"": 124, ""end_span"": 130, ""type"": ""Protein""}, {""token"": ""DegQ"", ""start_span"": 137, ""end_span"": 141, ""type"": ""Protein""}, {""token"": ""DegS"", ""start_span"": 144, ""end_span"": 148, ""type"": ""Protein""}, {""token"": ""YE3744"", ""start_span"": 151, ""end_span"": 157, ""type"": ""Protein""}, {""token"": ""YE3745"", ""start_span"": 160, ""end_span"": 166, ""type"": ""Protein""}, {""token"": ""Plu4018"", ""start_span"": 169, ""end_span"": 176, ""type"": ""Protein""}, {""token"": ""Plu4022"", ""start_span"": 179, ""end_span"": 186, ""type"": ""Protein""}]"	train
To analyse whether increased binding of cytochrome c by the graRS mutant is in fact due to altered cell surface charge by decreased teichoic acid alanylation or the altered expression of other surface - exposed molecules, we also examined binding of cytochrome c to a dltA deletion mutant, which completely lacks D - alanine substitution of teichoic acids [ 7], and a dltA / graRS double deletion mutant, which was generated by transducing the graRS mutation into the dltA mutant.	cytochrome c,40,52,Protein	graRS,60,65,Protein	teichoic acid,132,145,Chemical	cytochrome c,250,262,Protein	dltA,268,272,Protein	teichoic acids,341,355,Chemical	dltA,368,372,Protein	graRS,375,380,Protein	graRS,444,449,Protein	dltA,468,472,Protein	"[{""token"": ""cytochrome c"", ""start_span"": 40, ""end_span"": 52, ""type"": ""Protein""}, {""token"": ""graRS"", ""start_span"": 60, ""end_span"": 65, ""type"": ""Protein""}, {""token"": ""teichoic acid"", ""start_span"": 132, ""end_span"": 145, ""type"": ""Chemical""}, {""token"": ""cytochrome c"", ""start_span"": 250, ""end_span"": 262, ""type"": ""Protein""}, {""token"": ""dltA"", ""start_span"": 268, ""end_span"": 272, ""type"": ""Protein""}, {""token"": ""teichoic acids"", ""start_span"": 341, ""end_span"": 355, ""type"": ""Chemical""}, {""token"": ""dltA"", ""start_span"": 368, ""end_span"": 372, ""type"": ""Protein""}, {""token"": ""graRS"", ""start_span"": 375, ""end_span"": 380, ""type"": ""Protein""}, {""token"": ""graRS"", ""start_span"": 444, ""end_span"": 449, ""type"": ""Protein""}, {""token"": ""dltA"", ""start_span"": 468, ""end_span"": 472, ""type"": ""Protein""}]"	train
In parallel with the expression profile of slo and scpC in the severe invasive GAS, introduction of the intact csrS gene into the severe invasive GAS restored the susceptibility to the killing by PMN ( p = 0. 015 compared with severe invasive isolates + CsrS) ( Figure 6A), abrogated the inhibition of PMN migration by degradation of IL - 8 ( p = 0. 002 compared with invasive isolates + CsrS) ( Figure 4A, 4B, and 6B), and diminished the killing activity for PMN by necrosis ( p = 0. 00016 compared with invasive isolates + CsrS) ( Figure 3A, 3C, and 6C), These results strongly suggest that mutations in the csrS gene correspond to the immunocompromized activity in the severe invasive isolates, associated with inhibition of PMN recruitment and survival.	slo,43,46,Protein	scpC,51,55,Protein	invasive GAS,70,82,Organism	csrS,111,115,Protein	invasive GAS,137,149,Organism	CsrS,254,258,Protein	IL - 8,334,340,Protein	CsrS,388,392,Protein	CsrS,525,529,Protein	csrS,610,614,Protein	"[{""token"": ""slo"", ""start_span"": 43, ""end_span"": 46, ""type"": ""Protein""}, {""token"": ""scpC"", ""start_span"": 51, ""end_span"": 55, ""type"": ""Protein""}, {""token"": ""invasive GAS"", ""start_span"": 70, ""end_span"": 82, ""type"": ""Organism""}, {""token"": ""csrS"", ""start_span"": 111, ""end_span"": 115, ""type"": ""Protein""}, {""token"": ""invasive GAS"", ""start_span"": 137, ""end_span"": 149, ""type"": ""Organism""}, {""token"": ""CsrS"", ""start_span"": 254, ""end_span"": 258, ""type"": ""Protein""}, {""token"": ""IL - 8"", ""start_span"": 334, ""end_span"": 340, ""type"": ""Protein""}, {""token"": ""CsrS"", ""start_span"": 388, ""end_span"": 392, ""type"": ""Protein""}, {""token"": ""CsrS"", ""start_span"": 525, ""end_span"": 529, ""type"": ""Protein""}, {""token"": ""csrS"", ""start_span"": 610, ""end_span"": 614, ""type"": ""Protein""}]"	train
Salmonella transcription profiles for the following regulators have already been reported: rpoE [ 27]; phoP / phoQ [ 28]; ssrA / ssrB [ 29]; csrA [ 30]; slyA [ 31]; ihf [ 32]; hfq [ 33].	Salmonella,0,10,Organism	rpoE,91,95,Protein	phoP,103,107,Protein	phoQ,110,114,Protein	ssrA,122,126,Protein	ssrB,129,133,Protein	csrA,141,145,Protein	slyA,153,157,Protein	ihf,165,168,Protein	hfq,176,179,Protein	"[{""token"": ""Salmonella"", ""start_span"": 0, ""end_span"": 10, ""type"": ""Organism""}, {""token"": ""rpoE"", ""start_span"": 91, ""end_span"": 95, ""type"": ""Protein""}, {""token"": ""phoP"", ""start_span"": 103, ""end_span"": 107, ""type"": ""Protein""}, {""token"": ""phoQ"", ""start_span"": 110, ""end_span"": 114, ""type"": ""Protein""}, {""token"": ""ssrA"", ""start_span"": 122, ""end_span"": 126, ""type"": ""Protein""}, {""token"": ""ssrB"", ""start_span"": 129, ""end_span"": 133, ""type"": ""Protein""}, {""token"": ""csrA"", ""start_span"": 141, ""end_span"": 145, ""type"": ""Protein""}, {""token"": ""slyA"", ""start_span"": 153, ""end_span"": 157, ""type"": ""Protein""}, {""token"": ""ihf"", ""start_span"": 165, ""end_span"": 168, ""type"": ""Protein""}, {""token"": ""hfq"", ""start_span"": 176, ""end_span"": 179, ""type"": ""Protein""}]"	train
As shown in Figure 7D, slyA is capable of activating expression of SPI - 2 genes independently of ssrB, ompR / envZ, phoP / phoQ, csrA and himD ( ihf), although the effects are not as strong as ssrB.	slyA,23,27,Protein	ssrB,98,102,Protein	ompR,104,108,Protein	envZ,111,115,Protein	phoP,117,121,Protein	phoQ,124,128,Protein	csrA,130,134,Protein	himD,139,143,Protein	ihf,146,149,Protein	ssrB,194,198,Protein	"[{""token"": ""slyA"", ""start_span"": 23, ""end_span"": 27, ""type"": ""Protein""}, {""token"": ""ssrB"", ""start_span"": 98, ""end_span"": 102, ""type"": ""Protein""}, {""token"": ""ompR"", ""start_span"": 104, ""end_span"": 108, ""type"": ""Protein""}, {""token"": ""envZ"", ""start_span"": 111, ""end_span"": 115, ""type"": ""Protein""}, {""token"": ""phoP"", ""start_span"": 117, ""end_span"": 121, ""type"": ""Protein""}, {""token"": ""phoQ"", ""start_span"": 124, ""end_span"": 128, ""type"": ""Protein""}, {""token"": ""csrA"", ""start_span"": 130, ""end_span"": 134, ""type"": ""Protein""}, {""token"": ""himD"", ""start_span"": 139, ""end_span"": 143, ""type"": ""Protein""}, {""token"": ""ihf"", ""start_span"": 146, ""end_span"": 149, ""type"": ""Protein""}, {""token"": ""ssrB"", ""start_span"": 194, ""end_span"": 198, ""type"": ""Protein""}]"	train
B. melitensis malK mutant and B. suis aspB mutant were attenuated in cellular model of infection, and B. melitensis mutants in vjbR, motB, oppA, mosA and the hypothetical proteins BAB1 _ 0597, BAB1 _ 1717, BAB2 _ 1127 were attenuated in both cellular and mouse models of infection ( for a review see [ 33], [ 34]).	malK,14,18,Protein	aspB,38,42,Protein	vjbR,127,131,Protein	motB,133,137,Protein	oppA,139,143,Protein	mosA,145,149,Protein	BAB1 _ 0597,180,191,Protein	BAB1 _ 1717,193,204,Protein	BAB2 _ 1127,206,217,Protein	mouse,255,260,Organism	"[{""token"": ""malK"", ""start_span"": 14, ""end_span"": 18, ""type"": ""Protein""}, {""token"": ""aspB"", ""start_span"": 38, ""end_span"": 42, ""type"": ""Protein""}, {""token"": ""vjbR"", ""start_span"": 127, ""end_span"": 131, ""type"": ""Protein""}, {""token"": ""motB"", ""start_span"": 133, ""end_span"": 137, ""type"": ""Protein""}, {""token"": ""oppA"", ""start_span"": 139, ""end_span"": 143, ""type"": ""Protein""}, {""token"": ""mosA"", ""start_span"": 145, ""end_span"": 149, ""type"": ""Protein""}, {""token"": ""BAB1 _ 0597"", ""start_span"": 180, ""end_span"": 191, ""type"": ""Protein""}, {""token"": ""BAB1 _ 1717"", ""start_span"": 193, ""end_span"": 204, ""type"": ""Protein""}, {""token"": ""BAB2 _ 1127"", ""start_span"": 206, ""end_span"": 217, ""type"": ""Protein""}, {""token"": ""mouse"", ""start_span"": 255, ""end_span"": 260, ""type"": ""Organism""}]"	train
