Sentence	entity_1	entity_2	entity_3	entity_4	entity_5	json	split
The upregulated spy0127 - 0130 cluster is part of a larger genomic region known as FCT ( for fibronectin - and collagen - binding proteins and T antigen - encoding loci), which spans spy0123 - 0136 in the SF370 genome and encodes surface proteins and transcriptional regulators [ 46].	spy0127,16,23,Protein	0130,26,30,Protein	spy0123,183,190,Protein	0136,193,197,Protein	SF370,205,210,Organism	"[{""token"": ""spy0127"", ""start_span"": 16, ""end_span"": 23, ""type"": ""Protein""}, {""token"": ""0130"", ""start_span"": 26, ""end_span"": 30, ""type"": ""Protein""}, {""token"": ""spy0123"", ""start_span"": 183, ""end_span"": 190, ""type"": ""Protein""}, {""token"": ""0136"", ""start_span"": 193, ""end_span"": 197, ""type"": ""Protein""}, {""token"": ""SF370"", ""start_span"": 205, ""end_span"": 210, ""type"": ""Organism""}]"	train
We created a spy0129 deletion mutant in strain SF370 ( SF370Deltaspy0129) to determine if genes contained within the spy0127 - 0130 cluster were directly involved in adherence to pharyngeal cells.	spy0129,13,20,Protein	SF370,47,52,Organism	SF370Deltaspy0129,55,72,Protein	spy0127,117,124,Protein	0130,127,131,Protein	"[{""token"": ""spy0129"", ""start_span"": 13, ""end_span"": 20, ""type"": ""Protein""}, {""token"": ""SF370"", ""start_span"": 47, ""end_span"": 52, ""type"": ""Organism""}, {""token"": ""SF370Deltaspy0129"", ""start_span"": 55, ""end_span"": 72, ""type"": ""Protein""}, {""token"": ""spy0127"", ""start_span"": 117, ""end_span"": 124, ""type"": ""Protein""}, {""token"": ""0130"", ""start_span"": 127, ""end_span"": 131, ""type"": ""Protein""}]"	train
Unlike the regulatory mechanism of FimA by FimR, this regulation of the mfa1 gene is accomplished by FimR directly binding to the promoter region of mfa1.	FimA,35,39,Protein	FimR,43,47,Protein	mfa1,72,76,Protein	FimR,101,105,Protein	mfa1,149,153,Protein	"[{""token"": ""FimA"", ""start_span"": 35, ""end_span"": 39, ""type"": ""Protein""}, {""token"": ""FimR"", ""start_span"": 43, ""end_span"": 47, ""type"": ""Protein""}, {""token"": ""mfa1"", ""start_span"": 72, ""end_span"": 76, ""type"": ""Protein""}, {""token"": ""FimR"", ""start_span"": 101, ""end_span"": 105, ""type"": ""Protein""}, {""token"": ""mfa1"", ""start_span"": 149, ""end_span"": 153, ""type"": ""Protein""}]"	train
FimR, a response regulator of the fimS / fimR two - component system was identified, and FimA expression was found to be dramatically reduced in fimR mutants ( Hayashi et al., 2000).	FimR,0,4,Protein	fimS,34,38,Protein	fimR,41,45,Protein	FimA,89,93,Protein	fimR,145,149,Protein	"[{""token"": ""FimR"", ""start_span"": 0, ""end_span"": 4, ""type"": ""Protein""}, {""token"": ""fimS"", ""start_span"": 34, ""end_span"": 38, ""type"": ""Protein""}, {""token"": ""fimR"", ""start_span"": 41, ""end_span"": 45, ""type"": ""Protein""}, {""token"": ""FimA"", ""start_span"": 89, ""end_span"": 93, ""type"": ""Protein""}, {""token"": ""fimR"", ""start_span"": 145, ""end_span"": 149, ""type"": ""Protein""}]"	train
Evidence is provided that unlike FimR - dependent fimA expression, FimR regulates mfa1 expression by directly binding to the promoter region of mfa1.	FimR,33,37,Protein	fimA,50,54,Protein	FimR,67,71,Protein	mfa1,82,86,Protein	mfa1,144,148,Protein	"[{""token"": ""FimR"", ""start_span"": 33, ""end_span"": 37, ""type"": ""Protein""}, {""token"": ""fimA"", ""start_span"": 50, ""end_span"": 54, ""type"": ""Protein""}, {""token"": ""FimR"", ""start_span"": 67, ""end_span"": 71, ""type"": ""Protein""}, {""token"": ""mfa1"", ""start_span"": 82, ""end_span"": 86, ""type"": ""Protein""}, {""token"": ""mfa1"", ""start_span"": 144, ""end_span"": 148, ""type"": ""Protein""}]"	train
Role of FimR in mfa1 expression The fimA gene is the only gene known to be tightly controlled by the FimS / FimR system.	FimR,8,12,Protein	mfa1,16,20,Protein	fimA,36,40,Protein	FimS,101,105,Protein	FimR,108,112,Protein	"[{""token"": ""FimR"", ""start_span"": 8, ""end_span"": 12, ""type"": ""Protein""}, {""token"": ""mfa1"", ""start_span"": 16, ""end_span"": 20, ""type"": ""Protein""}, {""token"": ""fimA"", ""start_span"": 36, ""end_span"": 40, ""type"": ""Protein""}, {""token"": ""FimS"", ""start_span"": 101, ""end_span"": 105, ""type"": ""Protein""}, {""token"": ""FimR"", ""start_span"": 108, ""end_span"": 112, ""type"": ""Protein""}]"	train
FimA protein was not detectable in the fimR - mutant, while a 50% lower level of Mfa1 protein was found in the fimR - mutant compared with that in wild - type strain 33277.	FimA,0,4,Protein	fimR,39,43,Protein	Mfa1,81,85,Protein	fimR,111,115,Protein	33277,166,171,Organism	"[{""token"": ""FimA"", ""start_span"": 0, ""end_span"": 4, ""type"": ""Protein""}, {""token"": ""fimR"", ""start_span"": 39, ""end_span"": 43, ""type"": ""Protein""}, {""token"": ""Mfa1"", ""start_span"": 81, ""end_span"": 85, ""type"": ""Protein""}, {""token"": ""fimR"", ""start_span"": 111, ""end_span"": 115, ""type"": ""Protein""}, {""token"": ""33277"", ""start_span"": 166, ""end_span"": 171, ""type"": ""Organism""}]"	train
It was postulated that different mechanisms might be involved in FimR - mediated mfa1 expression, since expression regulation of mfa1 by FimR was not controlled as tightly as observed for fimA expression.	FimR,65,69,Protein	mfa1,81,85,Protein	mfa1,129,133,Protein	FimR,137,141,Protein	fimA,188,192,Protein	"[{""token"": ""FimR"", ""start_span"": 65, ""end_span"": 69, ""type"": ""Protein""}, {""token"": ""mfa1"", ""start_span"": 81, ""end_span"": 85, ""type"": ""Protein""}, {""token"": ""mfa1"", ""start_span"": 129, ""end_span"": 133, ""type"": ""Protein""}, {""token"": ""FimR"", ""start_span"": 137, ""end_span"": 141, ""type"": ""Protein""}, {""token"": ""fimA"", ""start_span"": 188, ""end_span"": 192, ""type"": ""Protein""}]"	train
A comparison of the transcriptional level of the mfa1 in P. gingivalis wild - type strain and in the fimR mutant indicates that the FimS / FimR system is a positive regulator for the mfa1 gene, although the system controls two fimbrial genes at different levels.	mfa1,49,53,Protein	fimR,101,105,Protein	FimS,132,136,Protein	FimR,139,143,Protein	mfa1,183,187,Protein	"[{""token"": ""mfa1"", ""start_span"": 49, ""end_span"": 53, ""type"": ""Protein""}, {""token"": ""fimR"", ""start_span"": 101, ""end_span"": 105, ""type"": ""Protein""}, {""token"": ""FimS"", ""start_span"": 132, ""end_span"": 136, ""type"": ""Protein""}, {""token"": ""FimR"", ""start_span"": 139, ""end_span"": 143, ""type"": ""Protein""}, {""token"": ""mfa1"", ""start_span"": 183, ""end_span"": 187, ""type"": ""Protein""}]"	train
This strategy led us to identify and characterize a point mutation in the phoP / phoR two - component regulatory system of H37Ra that has uncovered novel regulatory links, which impact on the secretion and T cell recognition of the major T cell antigens ESAT - 6 and CFP - 10.	phoP,74,78,Protein	phoR,81,85,Protein	H37Ra,123,128,Organism	ESAT - 6,254,262,Protein	CFP - 10,267,275,Protein	"[{""token"": ""phoP"", ""start_span"": 74, ""end_span"": 78, ""type"": ""Protein""}, {""token"": ""phoR"", ""start_span"": 81, ""end_span"": 85, ""type"": ""Protein""}, {""token"": ""H37Ra"", ""start_span"": 123, ""end_span"": 128, ""type"": ""Organism""}, {""token"": ""ESAT - 6"", ""start_span"": 254, ""end_span"": 262, ""type"": ""Protein""}, {""token"": ""CFP - 10"", ""start_span"": 267, ""end_span"": 275, ""type"": ""Protein""}]"	train
While writing this article, the whole genome sequence of H37Ra became publicly available ( NC _ 009525), and comparison of the SNP data obtained from the H37Ra strain used in our laboratory ( Table S1) with the NC _ 009525 data, showed that some differences existed between the H37Ra strains, a phenomenon which was also previously observed for BCG [ 4] and H37Rv [ 17].	H37Ra,57,62,Organism	H37Ra,154,159,Organism	H37Ra,278,283,Organism	BCG,345,348,Organism	H37Rv,358,363,Organism	"[{""token"": ""H37Ra"", ""start_span"": 57, ""end_span"": 62, ""type"": ""Organism""}, {""token"": ""H37Ra"", ""start_span"": 154, ""end_span"": 159, ""type"": ""Organism""}, {""token"": ""H37Ra"", ""start_span"": 278, ""end_span"": 283, ""type"": ""Organism""}, {""token"": ""BCG"", ""start_span"": 345, ""end_span"": 348, ""type"": ""Organism""}, {""token"": ""H37Rv"", ""start_span"": 358, ""end_span"": 363, ""type"": ""Organism""}]"	train
Based on the known role of phoP in virulence [ 14], the H37Ra strain complemented with I36 ( H37Ra:: phoP) was accorded highest priority for further molecular characterization and functional analyses, whereas the two other recombinants ( H37Ra:: fadE5, H37Ra:: rpsL) served as controls.	phoP,27,31,Protein	H37Ra,56,61,Organism	phoP,101,105,Protein	fadE5,246,251,Protein	rpsL,261,265,Protein	"[{""token"": ""phoP"", ""start_span"": 27, ""end_span"": 31, ""type"": ""Protein""}, {""token"": ""H37Ra"", ""start_span"": 56, ""end_span"": 61, ""type"": ""Organism""}, {""token"": ""phoP"", ""start_span"": 101, ""end_span"": 105, ""type"": ""Protein""}, {""token"": ""fadE5"", ""start_span"": 246, ""end_span"": 251, ""type"": ""Protein""}, {""token"": ""rpsL"", ""start_span"": 261, ""end_span"": 265, ""type"": ""Protein""}]"	train
