Sentence	entity_1	entity_2	entity_3	entity_4	entity_5	entity_6	entity_7	json	split
Nogo - 66 receptor ( NgR) has recently been identified as the neuronal receptor of the myelin - associated proteins Nogo - A, oligodendrocyte protein ( OMgp) and myelin - associated glycoprotein ( MAG), and mediates inhibition of axonal regeneration both in vitro and in vivo.	Nogo - 66 receptor,0,18,Protein	NgR,21,24,Protein	Nogo - A,116,124,Protein	oligodendrocyte protein,126,149,Protein	OMgp,152,156,Protein	myelin - associated glycoprotein,162,194,Protein	MAG,197,200,Protein	"[{""token"": ""Nogo - 66 receptor"", ""start_span"": 0, ""end_span"": 18, ""type"": ""Protein""}, {""token"": ""NgR"", ""start_span"": 21, ""end_span"": 24, ""type"": ""Protein""}, {""token"": ""Nogo - A"", ""start_span"": 116, ""end_span"": 124, ""type"": ""Protein""}, {""token"": ""oligodendrocyte protein"", ""start_span"": 126, ""end_span"": 149, ""type"": ""Protein""}, {""token"": ""OMgp"", ""start_span"": 152, ""end_span"": 156, ""type"": ""Protein""}, {""token"": ""myelin - associated glycoprotein"", ""start_span"": 162, ""end_span"": 194, ""type"": ""Protein""}, {""token"": ""MAG"", ""start_span"": 197, ""end_span"": 200, ""type"": ""Protein""}]"	train
These observations prompted us to examine the expression profile of the c - Myc target genes, carbamoyl - phosphate synthase - aspartate carbamoyltransferase - dihydroorotase ( cad) and nucleolin ( nuc).	c - Myc,72,79,Protein	carbamoyl - phosphate synthase,94,124,Protein	aspartate carbamoyltransferase,127,157,Protein	dihydroorotase,160,174,Protein	cad,177,180,Protein	nucleolin,186,195,Protein	nuc,198,201,Protein	"[{""token"": ""c - Myc"", ""start_span"": 72, ""end_span"": 79, ""type"": ""Protein""}, {""token"": ""carbamoyl - phosphate synthase"", ""start_span"": 94, ""end_span"": 124, ""type"": ""Protein""}, {""token"": ""aspartate carbamoyltransferase"", ""start_span"": 127, ""end_span"": 157, ""type"": ""Protein""}, {""token"": ""dihydroorotase"", ""start_span"": 160, ""end_span"": 174, ""type"": ""Protein""}, {""token"": ""cad"", ""start_span"": 177, ""end_span"": 180, ""type"": ""Protein""}, {""token"": ""nucleolin"", ""start_span"": 186, ""end_span"": 195, ""type"": ""Protein""}, {""token"": ""nuc"", ""start_span"": 198, ""end_span"": 201, ""type"": ""Protein""}]"	train
Among the affected genes, we show that suppressor of tumorigenicity 7 ( ST7) and nonmetastatic 23 ( NM23) are direct targets of PRMT5 - containing BRG1 and hBRM complexes.	suppressor of tumorigenicity 7,39,69,Protein	ST7,72,75,Protein	nonmetastatic 23,81,97,Protein	NM23,100,104,Protein	PRMT5,128,133,Protein	BRG1,147,151,Protein	hBRM,156,160,Protein	"[{""token"": ""suppressor of tumorigenicity 7"", ""start_span"": 39, ""end_span"": 69, ""type"": ""Protein""}, {""token"": ""ST7"", ""start_span"": 72, ""end_span"": 75, ""type"": ""Protein""}, {""token"": ""nonmetastatic 23"", ""start_span"": 81, ""end_span"": 97, ""type"": ""Protein""}, {""token"": ""NM23"", ""start_span"": 100, ""end_span"": 104, ""type"": ""Protein""}, {""token"": ""PRMT5"", ""start_span"": 128, ""end_span"": 133, ""type"": ""Protein""}, {""token"": ""BRG1"", ""start_span"": 147, ""end_span"": 151, ""type"": ""Protein""}, {""token"": ""hBRM"", ""start_span"": 156, ""end_span"": 160, ""type"": ""Protein""}]"	train
In an effort to understand how H3 - K9 methylation led to histone deacetylation in both H3 and H4, we found that H3 - K9 methylation inhibited histone acetylation by p300 but not its association with chromatin.	H3,31,33,Protein	histone,58,65,Protein	H3,88,90,Protein	H4,95,97,Protein	H3,113,115,Protein	histone,143,150,Protein	p300,166,170,Protein	"[{""token"": ""H3"", ""start_span"": 31, ""end_span"": 33, ""type"": ""Protein""}, {""token"": ""histone"", ""start_span"": 58, ""end_span"": 65, ""type"": ""Protein""}, {""token"": ""H3"", ""start_span"": 88, ""end_span"": 90, ""type"": ""Protein""}, {""token"": ""H4"", ""start_span"": 95, ""end_span"": 97, ""type"": ""Protein""}, {""token"": ""H3"", ""start_span"": 113, ""end_span"": 115, ""type"": ""Protein""}, {""token"": ""histone"", ""start_span"": 143, ""end_span"": 150, ""type"": ""Protein""}, {""token"": ""p300"", ""start_span"": 166, ""end_span"": 170, ""type"": ""Protein""}]"	train
As the cells were morphologically transformed into hepatocyte - like cells, they expressed Thy - 1, c - Kit, and Flt - 3 at the cell surface, as well as albumin, alpha - fetoprotein, and cytokeratin - 18 and 19 in the interior.	Thy - 1,91,98,Protein	c - Kit,100,107,Protein	Flt - 3,113,120,Protein	albumin,153,160,Protein	alpha - fetoprotein,162,181,Protein	cytokeratin - 18,187,203,Protein	19,208,210,Protein	"[{""token"": ""Thy - 1"", ""start_span"": 91, ""end_span"": 98, ""type"": ""Protein""}, {""token"": ""c - Kit"", ""start_span"": 100, ""end_span"": 107, ""type"": ""Protein""}, {""token"": ""Flt - 3"", ""start_span"": 113, ""end_span"": 120, ""type"": ""Protein""}, {""token"": ""albumin"", ""start_span"": 153, ""end_span"": 160, ""type"": ""Protein""}, {""token"": ""alpha - fetoprotein"", ""start_span"": 162, ""end_span"": 181, ""type"": ""Protein""}, {""token"": ""cytokeratin - 18"", ""start_span"": 187, ""end_span"": 203, ""type"": ""Protein""}, {""token"": ""19"", ""start_span"": 208, ""end_span"": 210, ""type"": ""Protein""}]"	train
The distal serpin subcluster contains genes encoding alpha1 - antichymotrypsin ( ACT), protein C inhibitor ( PCI), kallistatin ( KAL) and the KAL - like protein, which are expressed in hepatocytes, but only the act gene is expressed in astrocytes.	alpha1 - antichymotrypsin,53,78,Protein	ACT,81,84,Protein	protein C inhibitor,87,106,Protein	PCI,109,112,Protein	kallistatin,115,126,Protein	KAL,129,132,Protein	act,211,214,Protein	"[{""token"": ""alpha1 - antichymotrypsin"", ""start_span"": 53, ""end_span"": 78, ""type"": ""Protein""}, {""token"": ""ACT"", ""start_span"": 81, ""end_span"": 84, ""type"": ""Protein""}, {""token"": ""protein C inhibitor"", ""start_span"": 87, ""end_span"": 106, ""type"": ""Protein""}, {""token"": ""PCI"", ""start_span"": 109, ""end_span"": 112, ""type"": ""Protein""}, {""token"": ""kallistatin"", ""start_span"": 115, ""end_span"": 126, ""type"": ""Protein""}, {""token"": ""KAL"", ""start_span"": 129, ""end_span"": 132, ""type"": ""Protein""}, {""token"": ""act"", ""start_span"": 211, ""end_span"": 214, ""type"": ""Protein""}]"	train
We describe here expression and purification procedures to prepare recombinant yeast Ada2 / Ada3 / Gcn5 subcomplex of SAGA which acetylates histones H3 and H2B on nucleosomes, and the Piccolo NuA4 complex which acetylates histones H4 and H2A on nucleosomes.	Ada2,85,89,Protein	Ada3,92,96,Protein	Gcn5,99,103,Protein	histones H3,140,151,Protein	H2B,156,159,Protein	histones H4,222,233,Protein	H2A,238,241,Protein	"[{""token"": ""Ada2"", ""start_span"": 85, ""end_span"": 89, ""type"": ""Protein""}, {""token"": ""Ada3"", ""start_span"": 92, ""end_span"": 96, ""type"": ""Protein""}, {""token"": ""Gcn5"", ""start_span"": 99, ""end_span"": 103, ""type"": ""Protein""}, {""token"": ""histones H3"", ""start_span"": 140, ""end_span"": 151, ""type"": ""Protein""}, {""token"": ""H2B"", ""start_span"": 156, ""end_span"": 159, ""type"": ""Protein""}, {""token"": ""histones H4"", ""start_span"": 222, ""end_span"": 233, ""type"": ""Protein""}, {""token"": ""H2A"", ""start_span"": 238, ""end_span"": 241, ""type"": ""Protein""}]"	train
We show here that TANK / ITRAF is required for the TBK1 - and IKKepsilon - mediated IRF3 / 7 phosphorylations through some Toll - like receptor - dependent pathways and is part of a TRAF3 - containing complex.	TANK,18,22,Protein	ITRAF,25,30,Protein	TBK1,51,55,Protein	IKKepsilon,62,72,Protein	IRF3,84,88,Protein	7,91,92,Protein	TRAF3,182,187,Protein	"[{""token"": ""TANK"", ""start_span"": 18, ""end_span"": 22, ""type"": ""Protein""}, {""token"": ""ITRAF"", ""start_span"": 25, ""end_span"": 30, ""type"": ""Protein""}, {""token"": ""TBK1"", ""start_span"": 51, ""end_span"": 55, ""type"": ""Protein""}, {""token"": ""IKKepsilon"", ""start_span"": 62, ""end_span"": 72, ""type"": ""Protein""}, {""token"": ""IRF3"", ""start_span"": 84, ""end_span"": 88, ""type"": ""Protein""}, {""token"": ""7"", ""start_span"": 91, ""end_span"": 92, ""type"": ""Protein""}, {""token"": ""TRAF3"", ""start_span"": 182, ""end_span"": 187, ""type"": ""Protein""}]"	train
Interestingly, TANK is heavily phosphorylated by TBK1 - IKKepsilon upon lipopolysaccharide stimulation and is also subject to lipopolysaccharide - and TBK1 - IKKepsilon - mediated Lys ( 63) - linked polyubiquitination, a mechanism that does not require TBK1 - IKKepsilon kinase activity.	TANK,15,19,Protein	TBK1,49,53,Protein	IKKepsilon,56,66,Protein	TBK1,151,155,Protein	IKKepsilon,158,168,Protein	TBK1,253,257,Protein	IKKepsilon,260,270,Protein	"[{""token"": ""TANK"", ""start_span"": 15, ""end_span"": 19, ""type"": ""Protein""}, {""token"": ""TBK1"", ""start_span"": 49, ""end_span"": 53, ""type"": ""Protein""}, {""token"": ""IKKepsilon"", ""start_span"": 56, ""end_span"": 66, ""type"": ""Protein""}, {""token"": ""TBK1"", ""start_span"": 151, ""end_span"": 155, ""type"": ""Protein""}, {""token"": ""IKKepsilon"", ""start_span"": 158, ""end_span"": 168, ""type"": ""Protein""}, {""token"": ""TBK1"", ""start_span"": 253, ""end_span"": 257, ""type"": ""Protein""}, {""token"": ""IKKepsilon"", ""start_span"": 260, ""end_span"": 270, ""type"": ""Protein""}]"	train
Together, these results indicate that DNMT1 and ICBP90 are involved in VEGF gene expression, possibly via an interaction of the SRA domain of ICBP90 with a novel domain of DNMT1 and an upregulation of p16 ( INK4A).	DNMT1,38,43,Protein	ICBP90,48,54,Protein	VEGF,71,75,Protein	ICBP90,142,148,Protein	DNMT1,172,177,Protein	p16,201,204,Protein	INK4A,207,212,Protein	"[{""token"": ""DNMT1"", ""start_span"": 38, ""end_span"": 43, ""type"": ""Protein""}, {""token"": ""ICBP90"", ""start_span"": 48, ""end_span"": 54, ""type"": ""Protein""}, {""token"": ""VEGF"", ""start_span"": 71, ""end_span"": 75, ""type"": ""Protein""}, {""token"": ""ICBP90"", ""start_span"": 142, ""end_span"": 148, ""type"": ""Protein""}, {""token"": ""DNMT1"", ""start_span"": 172, ""end_span"": 177, ""type"": ""Protein""}, {""token"": ""p16"", ""start_span"": 201, ""end_span"": 204, ""type"": ""Protein""}, {""token"": ""INK4A"", ""start_span"": 207, ""end_span"": 212, ""type"": ""Protein""}]"	train
