Sentence	entity_1	entity_2	entity_3	entity_4	json	split
Other links between meat, cooking methods, metabolic genotypes and risk for cancer might include enhanced activation of polycyclic aromatic hydrocarbons and N - nitroso compounds by variant genotypes of CYP1A1 and CYP2E1, respectively, and modulation by meat of the protective effect of the E4 allele of apolipoprotein E on risk for cancer of the proximal colon.	CYP1A1,203,209,Protein	CYP2E1,214,220,Protein	E4,291,293,Protein	apolipoprotein E,304,320,Protein	"[{""token"": ""CYP1A1"", ""start_span"": 203, ""end_span"": 209, ""type"": ""Protein""}, {""token"": ""CYP2E1"", ""start_span"": 214, ""end_span"": 220, ""type"": ""Protein""}, {""token"": ""E4"", ""start_span"": 291, ""end_span"": 293, ""type"": ""Protein""}, {""token"": ""apolipoprotein E"", ""start_span"": 304, ""end_span"": 320, ""type"": ""Protein""}]"	train
The kinetics of remethylation of the p16 exon 2, PAX - 6 exon 5, c - ABL exon 11, and MYF - 3 exon 3 loci were examined following 5 - Aza - CdR treatment because these genes contain exonic CpG islands which are hypermethylated in T24 cells.	p16,37,40,Protein	PAX - 6,49,56,Protein	c - ABL,65,72,Protein	MYF - 3,86,93,Protein	"[{""token"": ""p16"", ""start_span"": 37, ""end_span"": 40, ""type"": ""Protein""}, {""token"": ""PAX - 6"", ""start_span"": 49, ""end_span"": 56, ""type"": ""Protein""}, {""token"": ""c - ABL"", ""start_span"": 65, ""end_span"": 72, ""type"": ""Protein""}, {""token"": ""MYF - 3"", ""start_span"": 86, ""end_span"": 93, ""type"": ""Protein""}]"	train
However, Western blot using TSHR specific monoclonal antibody showed unique bands around 80, 100 and 100 kDa in TSHR - ns, TSHR - hs and TSHR - gp virus infected insect cells respectively.	TSHR,28,32,Protein	TSHR,112,116,Protein	TSHR,123,127,Protein	TSHR,137,141,Protein	"[{""token"": ""TSHR"", ""start_span"": 28, ""end_span"": 32, ""type"": ""Protein""}, {""token"": ""TSHR"", ""start_span"": 112, ""end_span"": 116, ""type"": ""Protein""}, {""token"": ""TSHR"", ""start_span"": 123, ""end_span"": 127, ""type"": ""Protein""}, {""token"": ""TSHR"", ""start_span"": 137, ""end_span"": 141, ""type"": ""Protein""}]"	train
Despite the considerable homology between LHbeta and CGbeta, we previously demonstrated that, when expressed in GH ( 3) cells, the secreted form of LHbeta showed mispaired disulfide - linked aggregation in addition to monomer, whereas no aggregation was observed in CGbeta.	LHbeta,42,48,Protein	CGbeta,53,59,Protein	LHbeta,148,154,Protein	CGbeta,266,272,Protein	"[{""token"": ""LHbeta"", ""start_span"": 42, ""end_span"": 48, ""type"": ""Protein""}, {""token"": ""CGbeta"", ""start_span"": 53, ""end_span"": 59, ""type"": ""Protein""}, {""token"": ""LHbeta"", ""start_span"": 148, ""end_span"": 154, ""type"": ""Protein""}, {""token"": ""CGbeta"", ""start_span"": 266, ""end_span"": 272, ""type"": ""Protein""}]"	train
We demonstrated that JBP1 can complement Saccharomyces cerevisiae with a disrupted HSL7 gene as judged by a reduction of the elongated bud phenotype, and a point mutation in the JBP1 S - adenosylmethionine consensus binding sequence eliminated all complementation by JBP1.	JBP1,21,25,Protein	HSL7,83,87,Protein	JBP1,178,182,Protein	JBP1,267,271,Protein	"[{""token"": ""JBP1"", ""start_span"": 21, ""end_span"": 25, ""type"": ""Protein""}, {""token"": ""HSL7"", ""start_span"": 83, ""end_span"": 87, ""type"": ""Protein""}, {""token"": ""JBP1"", ""start_span"": 178, ""end_span"": 182, ""type"": ""Protein""}, {""token"": ""JBP1"", ""start_span"": 267, ""end_span"": 271, ""type"": ""Protein""}]"	train
Functional KvLQT1 and I ( sK) currents were expressed in both cell lines, although amplitudes were larger in Pro - 5 than Lec - 1 cells transfected with hKvLQT1 and hKvLQT1 / hminK.	KvLQT1,11,17,Protein	hKvLQT1,153,160,Protein	hKvLQT1,165,172,Protein	hminK,175,180,Protein	"[{""token"": ""KvLQT1"", ""start_span"": 11, ""end_span"": 17, ""type"": ""Protein""}, {""token"": ""hKvLQT1"", ""start_span"": 153, ""end_span"": 160, ""type"": ""Protein""}, {""token"": ""hKvLQT1"", ""start_span"": 165, ""end_span"": 172, ""type"": ""Protein""}, {""token"": ""hminK"", ""start_span"": 175, ""end_span"": 180, ""type"": ""Protein""}]"	train
Our results demonstrate that binding of the yeast B subunit, Cdc55p, to Pph21p was disrupted by either acidic substitution of potential carboxyl - terminal phosphorylation sites on Pph21p or by deletion of the gene for Ppm1p.	Cdc55p,61,67,Protein	Pph21p,72,78,Protein	Pph21p,181,187,Protein	Ppm1p,219,224,Protein	"[{""token"": ""Cdc55p"", ""start_span"": 61, ""end_span"": 67, ""type"": ""Protein""}, {""token"": ""Pph21p"", ""start_span"": 72, ""end_span"": 78, ""type"": ""Protein""}, {""token"": ""Pph21p"", ""start_span"": 181, ""end_span"": 187, ""type"": ""Protein""}, {""token"": ""Ppm1p"", ""start_span"": 219, ""end_span"": 224, ""type"": ""Protein""}]"	train
Moreover, decreased Cdc55p and Tpd3p binding invariably resulted in nocodazole sensitivity, a known phenotype of CDC55 or TPD3 deletion.	Cdc55p,20,26,Protein	Tpd3p,31,36,Protein	CDC55,113,118,Protein	TPD3,122,126,Protein	"[{""token"": ""Cdc55p"", ""start_span"": 20, ""end_span"": 26, ""type"": ""Protein""}, {""token"": ""Tpd3p"", ""start_span"": 31, ""end_span"": 36, ""type"": ""Protein""}, {""token"": ""CDC55"", ""start_span"": 113, ""end_span"": 118, ""type"": ""Protein""}, {""token"": ""TPD3"", ""start_span"": 122, ""end_span"": 126, ""type"": ""Protein""}]"	train
We analyzed 100 sporadic and 3 hereditary pancreatic ductal adenocarcinomas for MSI, and high - frequency MSI ( MSI - H) and low - frequency MSI ( MSI - L) tumors were further analyzed for frameshift mutations of possible target genes and for promoter methylation and mutation of DNA MMR genes, including hMLH1, hMSH2, hMSH3, and hMSH6 genes.	hMLH1,305,310,Protein	hMSH2,312,317,Protein	hMSH3,319,324,Protein	hMSH6,330,335,Protein	"[{""token"": ""hMLH1"", ""start_span"": 305, ""end_span"": 310, ""type"": ""Protein""}, {""token"": ""hMSH2"", ""start_span"": 312, ""end_span"": 317, ""type"": ""Protein""}, {""token"": ""hMSH3"", ""start_span"": 319, ""end_span"": 324, ""type"": ""Protein""}, {""token"": ""hMSH6"", ""start_span"": 330, ""end_span"": 335, ""type"": ""Protein""}]"	train
The interaction between Tat and hGCN5 is direct and involves the acetyltransferase and the bromodomain regions of hGCN5, as well as a limited region of Tat encompassing the cysteine - rich domain of the protein.	Tat,24,27,Protein	hGCN5,32,37,Protein	hGCN5,114,119,Protein	Tat,152,155,Protein	"[{""token"": ""Tat"", ""start_span"": 24, ""end_span"": 27, ""type"": ""Protein""}, {""token"": ""hGCN5"", ""start_span"": 32, ""end_span"": 37, ""type"": ""Protein""}, {""token"": ""hGCN5"", ""start_span"": 114, ""end_span"": 119, ""type"": ""Protein""}, {""token"": ""Tat"", ""start_span"": 152, ""end_span"": 155, ""type"": ""Protein""}]"	train
