Sentence	entity_1	entity_2	entity_3	json	split
In contrast, an MspI / HpaII restriction site in the Cx43 promoter ( position - 38) was methylated in MH1C1 cells, but not in WB - F344 cells or hepatocytes.	MspI,16,20,Protein	HpaII,23,28,Protein	Cx43,53,57,Protein	"[{""token"": ""MspI"", ""start_span"": 16, ""end_span"": 20, ""type"": ""Protein""}, {""token"": ""HpaII"", ""start_span"": 23, ""end_span"": 28, ""type"": ""Protein""}, {""token"": ""Cx43"", ""start_span"": 53, ""end_span"": 57, ""type"": ""Protein""}]"	train
Transient transfection of the cell lines with connexin promoter - luciferase constructs indicated that the Cx32 promoter was 7 - fold more active in MH1C1 cells and the Cx43 promoter was 5 - fold more active in WB - F344 cells.	luciferase,66,76,Protein	Cx32,107,111,Protein	Cx43,169,173,Protein	"[{""token"": ""luciferase"", ""start_span"": 66, ""end_span"": 76, ""type"": ""Protein""}, {""token"": ""Cx32"", ""start_span"": 107, ""end_span"": 111, ""type"": ""Protein""}, {""token"": ""Cx43"", ""start_span"": 169, ""end_span"": 173, ""type"": ""Protein""}]"	train
Furthermore, we show that the remethylation of asparagine - bound McpB requires the response regulator, CheY - P, suggesting that CheY - P acts in a feedback mechanism to facilitate adaptation to positive stimuli during chemotaxis in B. subtilis.	McpB,66,70,Protein	CheY,104,108,Protein	CheY,130,134,Protein	"[{""token"": ""McpB"", ""start_span"": 66, ""end_span"": 70, ""type"": ""Protein""}, {""token"": ""CheY"", ""start_span"": 104, ""end_span"": 108, ""type"": ""Protein""}, {""token"": ""CheY"", ""start_span"": 130, ""end_span"": 134, ""type"": ""Protein""}]"	train
Here, we elucidate two essential steps and describe the roles played by the three translation factors EF - G, RRF, and IF3.	EF - G,102,108,Protein	RRF,110,113,Protein	IF3,119,122,Protein	"[{""token"": ""EF - G"", ""start_span"": 102, ""end_span"": 108, ""type"": ""Protein""}, {""token"": ""RRF"", ""start_span"": 110, ""end_span"": 113, ""type"": ""Protein""}, {""token"": ""IF3"", ""start_span"": 119, ""end_span"": 122, ""type"": ""Protein""}]"	train
Release factor RF3 is known to catalyze the dissociation of RF1 or RF2 from ribosomes after polypeptide release.	RF3,15,18,Protein	RF1,60,63,Protein	RF2,67,70,Protein	"[{""token"": ""RF3"", ""start_span"": 15, ""end_span"": 18, ""type"": ""Protein""}, {""token"": ""RF1"", ""start_span"": 60, ""end_span"": 63, ""type"": ""Protein""}, {""token"": ""RF2"", ""start_span"": 67, ""end_span"": 70, ""type"": ""Protein""}]"	train
In contrast to the PLOD1 and PLOD3 genes, both cell types showed low PLOD2 gene expression in undifferentiated and early differentiated conditions.	PLOD1,19,24,Protein	PLOD3,29,34,Protein	PLOD2,69,74,Protein	"[{""token"": ""PLOD1"", ""start_span"": 19, ""end_span"": 24, ""type"": ""Protein""}, {""token"": ""PLOD3"", ""start_span"": 29, ""end_span"": 34, ""type"": ""Protein""}, {""token"": ""PLOD2"", ""start_span"": 69, ""end_span"": 74, ""type"": ""Protein""}]"	train
Remethylation occurred most rapidly in the p16, PAX - 6, and c - ABL genes, shown to be transcribed prior to drug treatment.	p16,43,46,Protein	PAX - 6,48,55,Protein	c - ABL,61,68,Protein	"[{""token"": ""p16"", ""start_span"": 43, ""end_span"": 46, ""type"": ""Protein""}, {""token"": ""PAX - 6"", ""start_span"": 48, ""end_span"": 55, ""type"": ""Protein""}, {""token"": ""c - ABL"", ""start_span"": 61, ""end_span"": 68, ""type"": ""Protein""}]"	train
In the present study, we investigated the 5 ' CpG island hypermethylation of hMLH1, E - cadherin and p16 in 61 primary gastric cancers ( GCs) by using combined bisulfite restriction analysis ( COBRA) and methylation - specific PCR ( MSP), and their MSI status.	hMLH1,77,82,Protein	E - cadherin,84,96,Protein	p16,101,104,Protein	"[{""token"": ""hMLH1"", ""start_span"": 77, ""end_span"": 82, ""type"": ""Protein""}, {""token"": ""E - cadherin"", ""start_span"": 84, ""end_span"": 96, ""type"": ""Protein""}, {""token"": ""p16"", ""start_span"": 101, ""end_span"": 104, ""type"": ""Protein""}]"	train
Of 61 GCs investigated, 5 ( 8. 1%) tumors presented hMLH1 methylation, 16 ( 26. 2%) and 25 ( 40. 9%) showed E - cadherin and p16 methylation respectively, and 8 ( 13. 1%) presented high - frequency MSI ( MSI - H).	hMLH1,52,57,Protein	E - cadherin,108,120,Protein	p16,125,128,Protein	"[{""token"": ""hMLH1"", ""start_span"": 52, ""end_span"": 57, ""type"": ""Protein""}, {""token"": ""E - cadherin"", ""start_span"": 108, ""end_span"": 120, ""type"": ""Protein""}, {""token"": ""p16"", ""start_span"": 125, ""end_span"": 128, ""type"": ""Protein""}]"	train
We have cloned the mouse erythroid KCC1 ( mKCC1) cDNA and its flanking genomic regions and mapped the mKCC1 gene to chromosome 8.	KCC1,35,39,Protein	mKCC1,42,47,Protein	mKCC1,102,107,Protein	"[{""token"": ""KCC1"", ""start_span"": 35, ""end_span"": 39, ""type"": ""Protein""}, {""token"": ""mKCC1"", ""start_span"": 42, ""end_span"": 47, ""type"": ""Protein""}, {""token"": ""mKCC1"", ""start_span"": 102, ""end_span"": 107, ""type"": ""Protein""}]"	train
To determine the domains which are associated with the LHbeta - aggregation and which prevent CGbeta - aggregation, mutant beta - subunits in glycosylation and carboxy - terminus were expressed in GH ( 3) cells, and the occurrence of aggregation was assessed by continuous labeling with [ 35S] methionine / cysteine, immunoprecipitation with anti - hCGbeta serum, and sodium dodecyl sulfate - polyacrylamide gel electrophoresis in a non - reducing condition.	LHbeta,55,61,Protein	CGbeta,94,100,Protein	hCGbeta,349,356,Protein	"[{""token"": ""LHbeta"", ""start_span"": 55, ""end_span"": 61, ""type"": ""Protein""}, {""token"": ""CGbeta"", ""start_span"": 94, ""end_span"": 100, ""type"": ""Protein""}, {""token"": ""hCGbeta"", ""start_span"": 349, ""end_span"": 356, ""type"": ""Protein""}]"	train
The two contiguous IGF2 ( human insulin - like growth factor II) and H19 genes are reciprocally imprinted in both human and mouse.	IGF2,19,23,Protein	insulin - like growth factor II,32,63,Protein	H19,69,72,Protein	"[{""token"": ""IGF2"", ""start_span"": 19, ""end_span"": 23, ""type"": ""Protein""}, {""token"": ""insulin - like growth factor II"", ""start_span"": 32, ""end_span"": 63, ""type"": ""Protein""}, {""token"": ""H19"", ""start_span"": 69, ""end_span"": 72, ""type"": ""Protein""}]"	train
We investigated the role of histone acetylation in the promotion of antigen - specific antibody production in murine B cells induced by sodium butyrate ( NaBu) plus interleukin 2 ( IL - 2).	histone,28,35,Protein	interleukin 2,165,178,Protein	IL - 2,181,187,Protein	"[{""token"": ""histone"", ""start_span"": 28, ""end_span"": 35, ""type"": ""Protein""}, {""token"": ""interleukin 2"", ""start_span"": 165, ""end_span"": 178, ""type"": ""Protein""}, {""token"": ""IL - 2"", ""start_span"": 181, ""end_span"": 187, ""type"": ""Protein""}]"	train
Among other short - chain fatty acids and NaBu analogs, propionate, valerate and vinylacetate were effective in the presence of IL - 2 in increasing both antibody production and the histone H4 acetylation level, but acetate, alpha -, beta - and gamma - hydroxybutyrates and alpha -, beta - and gamma - aminobutyrates were not effective, even in the presence of IL - 2.	IL - 2,128,134,Protein	histone H4,182,192,Protein	IL - 2,361,367,Protein	"[{""token"": ""IL - 2"", ""start_span"": 128, ""end_span"": 134, ""type"": ""Protein""}, {""token"": ""histone H4"", ""start_span"": 182, ""end_span"": 192, ""type"": ""Protein""}, {""token"": ""IL - 2"", ""start_span"": 361, ""end_span"": 367, ""type"": ""Protein""}]"	train
These results suggest that the NaBu - induced enhancement of anti - TNP antibody production in the presence of IL - 2 is mediated through a moderate increase in the level of histone acetylation and that NaBu has both stimulating and inhibiting activities for anti - TNP antibody production, the latter of which is overcome by IL - 2.	IL - 2,111,117,Protein	histone,174,181,Protein	IL - 2,326,332,Protein	"[{""token"": ""IL - 2"", ""start_span"": 111, ""end_span"": 117, ""type"": ""Protein""}, {""token"": ""histone"", ""start_span"": 174, ""end_span"": 181, ""type"": ""Protein""}, {""token"": ""IL - 2"", ""start_span"": 326, ""end_span"": 332, ""type"": ""Protein""}]"	train
The glycosylation did not affect the capacity of the helospectins to recognize and to activate the human and the rat VPAC1 and VPAC2 receptors.	helospectins,53,65,Protein	VPAC1,117,122,Protein	VPAC2,127,132,Protein	"[{""token"": ""helospectins"", ""start_span"": 53, ""end_span"": 65, ""type"": ""Protein""}, {""token"": ""VPAC1"", ""start_span"": 117, ""end_span"": 122, ""type"": ""Protein""}, {""token"": ""VPAC2"", ""start_span"": 127, ""end_span"": 132, ""type"": ""Protein""}]"	train
The yeast protein Hsl7p is a homologue of Janus kinase binding protein 1, JBP1, a newly characterized protein methyltransferase.	Hsl7p,18,23,Protein	Janus kinase binding protein 1,42,72,Protein	JBP1,74,78,Protein	"[{""token"": ""Hsl7p"", ""start_span"": 18, ""end_span"": 23, ""type"": ""Protein""}, {""token"": ""Janus kinase binding protein 1"", ""start_span"": 42, ""end_span"": 72, ""type"": ""Protein""}, {""token"": ""JBP1"", ""start_span"": 74, ""end_span"": 78, ""type"": ""Protein""}]"	train
In Pro - 5 cells, decreasing pH ( o) reduced I ( sK) amplitude without increasing V ( 1 / 2), whether rminK or hminK was coexpressed with hKvLQT.	rminK,102,107,Protein	hminK,111,116,Protein	hKvLQT,138,144,Protein	"[{""token"": ""rminK"", ""start_span"": 102, ""end_span"": 107, ""type"": ""Protein""}, {""token"": ""hminK"", ""start_span"": 111, ""end_span"": 116, ""type"": ""Protein""}, {""token"": ""hKvLQT"", ""start_span"": 138, ""end_span"": 144, ""type"": ""Protein""}]"	train
Peptide sequence analysis of the purified methylated protein revealed that it is eukaryotic elongation factor 1A ( eEF1A, formerly EF - 1alpha), the protein that forms a complex with GTP and aminoacyl - tRNAs for binding to the ribosomal A site during protein translation.	elongation factor 1A,92,112,Protein	eEF1A,115,120,Protein	EF - 1alpha,131,142,Protein	"[{""token"": ""elongation factor 1A"", ""start_span"": 92, ""end_span"": 112, ""type"": ""Protein""}, {""token"": ""eEF1A"", ""start_span"": 115, ""end_span"": 120, ""type"": ""Protein""}, {""token"": ""EF - 1alpha"", ""start_span"": 131, ""end_span"": 142, ""type"": ""Protein""}]"	train
Because the base - labile, volatile [ methyl - ( 3) H] radioactivity of eEF1A could be released by trypsin treatment but not by carboxypeptidase Y or chymotrypsin treatment, we suggest that the methyl ester is present on the alpha - carboxyl group of its C - terminal lysine residue.	eEF1A,72,77,Protein	carboxypeptidase Y,128,146,Protein	chymotrypsin,150,162,Protein	"[{""token"": ""eEF1A"", ""start_span"": 72, ""end_span"": 77, ""type"": ""Protein""}, {""token"": ""carboxypeptidase Y"", ""start_span"": 128, ""end_span"": 146, ""type"": ""Protein""}, {""token"": ""chymotrypsin"", ""start_span"": 150, ""end_span"": 162, ""type"": ""Protein""}]"	train
