Sentence	entity_1	entity_2	json	split
Regulation of connexin32 and connexin43 gene expression by DNA methylation in rat liver cells.	connexin32,14,24,Protein	connexin43,29,39,Protein	"[{""token"": ""connexin32"", ""start_span"": 14, ""end_span"": 24, ""type"": ""Protein""}, {""token"": ""connexin43"", ""start_span"": 29, ""end_span"": 39, ""type"": ""Protein""}]"	train
These results suggest that transcription of Cx32 and Cx43 in hepatic cells is controlled by promoter methylation and by cell - specific transcription factors.	Cx32,44,48,Protein	Cx43,53,57,Protein	"[{""token"": ""Cx32"", ""start_span"": 44, ""end_span"": 48, ""type"": ""Protein""}, {""token"": ""Cx43"", ""start_span"": 53, ""end_span"": 57, ""type"": ""Protein""}]"	train
CheY - dependent methylation of the asparagine receptor, McpB, during chemotaxis in Bacillus subtilis.	CheY,0,4,Protein	McpB,57,61,Protein	"[{""token"": ""CheY"", ""start_span"": 0, ""end_span"": 4, ""type"": ""Protein""}, {""token"": ""McpB"", ""start_span"": 57, ""end_span"": 61, ""type"": ""Protein""}]"	train
In this study, we show that rapid net demethylation of B. subtilis McpB results in the immediate production of methanol, presumably due to the action of CheB.	McpB,67,71,Protein	CheB,153,157,Protein	"[{""token"": ""McpB"", ""start_span"": 67, ""end_span"": 71, ""type"": ""Protein""}, {""token"": ""CheB"", ""start_span"": 153, ""end_span"": 157, ""type"": ""Protein""}]"	train
This hypothesis is supported by two observations: a cheRBCD mutant is capable of transient excitation and subsequent oscillations that bring the flagellar rotational bias below the prestimulus value in the tethered cell assay, and the cheRBCD mutant is capable of swarming in a Tryptone swarm plate.	cheRBCD,52,59,Protein	cheRBCD,235,242,Protein	"[{""token"": ""cheRBCD"", ""start_span"": 52, ""end_span"": 59, ""type"": ""Protein""}, {""token"": ""cheRBCD"", ""start_span"": 235, ""end_span"": 242, ""type"": ""Protein""}]"	train
Brefeldin A or low temperature ( 15 degrees C) treatment did not affect the translocation of Pc550gp from the parasite compartments to the erythrocyte membrane, indicating that the secretion of Pc550gp does not follow the classical transport pathway described in most eukaryotic cells.	Pc550gp,93,100,Protein	Pc550gp,194,201,Protein	"[{""token"": ""Pc550gp"", ""start_span"": 93, ""end_span"": 100, ""type"": ""Protein""}, {""token"": ""Pc550gp"", ""start_span"": 194, ""end_span"": 201, ""type"": ""Protein""}]"	train
We show that the next step is dissociation of 50S subunits from the 70S posttermination complex and that it is catalyzed by RRF and EF - G and requires GTP hydrolysis.	RRF,124,127,Protein	EF - G,132,138,Protein	"[{""token"": ""RRF"", ""start_span"": 124, ""end_span"": 127, ""type"": ""Protein""}, {""token"": ""EF - G"", ""start_span"": 132, ""end_span"": 138, ""type"": ""Protein""}]"	train
Thus far, the focus has been on acetylator genes ( NAT1, NAT2) and the activation of heterocyclic amines, carcinogens generated by cooking meat for prolonged periods at high temperature.	NAT1,51,55,Protein	NAT2,57,61,Protein	"[{""token"": ""NAT1"", ""start_span"": 51, ""end_span"": 55, ""type"": ""Protein""}, {""token"": ""NAT2"", ""start_span"": 57, ""end_span"": 61, ""type"": ""Protein""}]"	train
Three case - control studies and one prospective study have shown a consistent trend towards higher risks for cancer with higher intakes of meat in rapid acetylators for NAT1, NAT2 or both genotypes.	NAT1,170,174,Protein	NAT2,176,180,Protein	"[{""token"": ""NAT1"", ""start_span"": 170, ""end_span"": 174, ""type"": ""Protein""}, {""token"": ""NAT2"", ""start_span"": 176, ""end_span"": 180, ""type"": ""Protein""}]"	train
High levels of PLOD1 and PLOD3 genes were expressed in both BMSCs and NSFs, and the expression levels did not change in the course of differentiation.	PLOD1,15,20,Protein	PLOD3,25,30,Protein	"[{""token"": ""PLOD1"", ""start_span"": 15, ""end_span"": 20, ""type"": ""Protein""}, {""token"": ""PLOD3"", ""start_span"": 25, ""end_span"": 30, ""type"": ""Protein""}]"	train
