Sentence	entity_1	entity_2	entity_3	entity_4	entity_5	entity_6	entity_7	json	split
Blood ( serum lipid) analysis For triglycerides, cholesterol, LDL, and HDL levels, blood samples were taken prior to the start of the synbiotic supplementation and at one - month post - supplementation and submitted for serum lipid profile analysis.	triglycerides,34,47,state	cholesterol,49,60,state	LDL,62,65,state	HDL,71,74,state	prior to the start of the synbiotic supplementation,108,159,state	post - supplementation,179,201,state	serum lipid profile,220,239,state	"[{""token"": ""triglycerides"", ""start_span"": 34, ""end_span"": 47, ""type"": ""state""}, {""token"": ""cholesterol"", ""start_span"": 49, ""end_span"": 60, ""type"": ""state""}, {""token"": ""LDL"", ""start_span"": 62, ""end_span"": 65, ""type"": ""state""}, {""token"": ""HDL"", ""start_span"": 71, ""end_span"": 74, ""type"": ""state""}, {""token"": ""prior to the start of the synbiotic supplementation"", ""start_span"": 108, ""end_span"": 159, ""type"": ""state""}, {""token"": ""post - supplementation"", ""start_span"": 179, ""end_span"": 201, ""type"": ""state""}, {""token"": ""serum lipid profile"", ""start_span"": 220, ""end_span"": 239, ""type"": ""state""}]"	test
Biogas production rate, biogas composition ( CH4, CO2, O2, H2, and H2S), VFA concentrations, total solids content ( TS), volatile solids content ( VS), and pH were determined as described previously ( Mulat et al., 2016).	Biogas,0,6,state	biogas,24,30,state	CH4,45,48,state	CO2,50,53,state	O2,55,57,state	H2,59,61,state	VFA,73,76,state	"[{""token"": ""Biogas"", ""start_span"": 0, ""end_span"": 6, ""type"": ""state""}, {""token"": ""biogas"", ""start_span"": 24, ""end_span"": 30, ""type"": ""state""}, {""token"": ""CH4"", ""start_span"": 45, ""end_span"": 48, ""type"": ""state""}, {""token"": ""CO2"", ""start_span"": 50, ""end_span"": 53, ""type"": ""state""}, {""token"": ""O2"", ""start_span"": 55, ""end_span"": 57, ""type"": ""state""}, {""token"": ""H2"", ""start_span"": 59, ""end_span"": 61, ""type"": ""state""}, {""token"": ""VFA"", ""start_span"": 73, ""end_span"": 76, ""type"": ""state""}]"	test
Infants reported to have never been introduced to formula and to be breastfed were considered to be exclusively breastfed, while those who were ever breastfed and ever formula - fed were considered to be fed with a combination of breast milk and formula regardless of whether or not the infant was still breastfed at the time of stool collection.	Infants,0,7,state	breastfed,68,77,state	breastfed,112,121,state	breastfed,149,158,state	formula - fed,168,181,state	infant,287,293,state	breastfed,304,313,state	"[{""token"": ""Infants"", ""start_span"": 0, ""end_span"": 7, ""type"": ""state""}, {""token"": ""breastfed"", ""start_span"": 68, ""end_span"": 77, ""type"": ""state""}, {""token"": ""breastfed"", ""start_span"": 112, ""end_span"": 121, ""type"": ""state""}, {""token"": ""breastfed"", ""start_span"": 149, ""end_span"": 158, ""type"": ""state""}, {""token"": ""formula - fed"", ""start_span"": 168, ""end_span"": 181, ""type"": ""state""}, {""token"": ""infant"", ""start_span"": 287, ""end_span"": 293, ""type"": ""state""}, {""token"": ""breastfed"", ""start_span"": 304, ""end_span"": 313, ""type"": ""state""}]"	test
Sample collection Samples of microbial consortia involved in biogas production were collected from ( i) the fermenter tank of an agricultural two - stage biogas plant anaerobic digester ( AD) in Miedzyrzec Podlaski ( Poland) and ( ii) an effluent sludge tank from a one - stage wastewater treatment plant anaerobic digester ( WD) at MPWIK Pulawy ( Poland).	biogas,61,67,state	agricultural,129,141,state	two - stage,142,153,state	biogas,154,160,state	anaerobic,167,176,state	one - stage,266,277,state	anaerobic,305,314,state	"[{""token"": ""biogas"", ""start_span"": 61, ""end_span"": 67, ""type"": ""state""}, {""token"": ""agricultural"", ""start_span"": 129, ""end_span"": 141, ""type"": ""state""}, {""token"": ""two - stage"", ""start_span"": 142, ""end_span"": 153, ""type"": ""state""}, {""token"": ""biogas"", ""start_span"": 154, ""end_span"": 160, ""type"": ""state""}, {""token"": ""anaerobic"", ""start_span"": 167, ""end_span"": 176, ""type"": ""state""}, {""token"": ""one - stage"", ""start_span"": 266, ""end_span"": 277, ""type"": ""state""}, {""token"": ""anaerobic"", ""start_span"": 305, ""end_span"": 314, ""type"": ""state""}]"	train
The interdependent responses of plants and ectomycorrhizal fungi to warming and rainfall reduction may lead to a detrimental feedback loop on vegetation productivity and nutrient pool size, which could amplify the adverse impacts of forecasted climate change on ecosystem functioning in EMF - dominated drylands.	ectomycorrhizal,43,58,state	warming,68,75,state	rainfall reduction,80,98,state	vegetation productivity,142,165,state	nutrient pool size,170,188,state	forecasted climate change,233,258,state	EMF - dominated,287,302,state	"[{""token"": ""ectomycorrhizal"", ""start_span"": 43, ""end_span"": 58, ""type"": ""state""}, {""token"": ""warming"", ""start_span"": 68, ""end_span"": 75, ""type"": ""state""}, {""token"": ""rainfall reduction"", ""start_span"": 80, ""end_span"": 98, ""type"": ""state""}, {""token"": ""vegetation productivity"", ""start_span"": 142, ""end_span"": 165, ""type"": ""state""}, {""token"": ""nutrient pool size"", ""start_span"": 170, ""end_span"": 188, ""type"": ""state""}, {""token"": ""forecasted climate change"", ""start_span"": 233, ""end_span"": 258, ""type"": ""state""}, {""token"": ""EMF - dominated"", ""start_span"": 287, ""end_span"": 302, ""type"": ""state""}]"	train
Biogas volume and composition ( CH4, CO2, H2, H2S, O2), pH, ammonia - N, and volatile fatty acids ( VFA), were measured as part of the routine process control.	Biogas,0,6,state	CH4,32,35,state	CO2,37,40,state	H2,42,44,state	O2,51,53,state	pH,56,58,state	ammonia - N,60,71,state	"[{""token"": ""Biogas"", ""start_span"": 0, ""end_span"": 6, ""type"": ""state""}, {""token"": ""CH4"", ""start_span"": 32, ""end_span"": 35, ""type"": ""state""}, {""token"": ""CO2"", ""start_span"": 37, ""end_span"": 40, ""type"": ""state""}, {""token"": ""H2"", ""start_span"": 42, ""end_span"": 44, ""type"": ""state""}, {""token"": ""O2"", ""start_span"": 51, ""end_span"": 53, ""type"": ""state""}, {""token"": ""pH"", ""start_span"": 56, ""end_span"": 58, ""type"": ""state""}, {""token"": ""ammonia - N"", ""start_span"": 60, ""end_span"": 71, ""type"": ""state""}]"	train
Physicochemical Measurements The concentrations of total nitrogen, total phosphorus ( HACH tests), ammonium nitrogen, orthophosphates, and COD ( according to APHA 1992), as well as the pH and alkalinity ( TitroLine Easy), were measured in the reactor influent and effluent.	total nitrogen,51,65,state	total phosphorus,67,83,state	ammonium nitrogen,99,116,state	orthophosphates,118,133,state	COD,139,142,state	pH,185,187,state	alkalinity,192,202,state	"[{""token"": ""total nitrogen"", ""start_span"": 51, ""end_span"": 65, ""type"": ""state""}, {""token"": ""total phosphorus"", ""start_span"": 67, ""end_span"": 83, ""type"": ""state""}, {""token"": ""ammonium nitrogen"", ""start_span"": 99, ""end_span"": 116, ""type"": ""state""}, {""token"": ""orthophosphates"", ""start_span"": 118, ""end_span"": 133, ""type"": ""state""}, {""token"": ""COD"", ""start_span"": 139, ""end_span"": 142, ""type"": ""state""}, {""token"": ""pH"", ""start_span"": 185, ""end_span"": 187, ""type"": ""state""}, {""token"": ""alkalinity"", ""start_span"": 192, ""end_span"": 202, ""type"": ""state""}]"	train
Colonies were sorted into morphological classes of spherical puffs ( further divided into radial puffs and non - radial puffs on 23 Mar), fusiform tufts, and mixed morphologies ( Figure 1), and either filtered for subsequent extraction of DNA and RNA or used for C and N2 fixation measurements.	Colonies,0,8,state	puffs,61,66,state	puffs,97,102,state	puffs,120,125,state	tufts,147,152,state	mixed,158,163,state	C and N2 fixation,263,280,state	"[{""token"": ""Colonies"", ""start_span"": 0, ""end_span"": 8, ""type"": ""state""}, {""token"": ""puffs"", ""start_span"": 61, ""end_span"": 66, ""type"": ""state""}, {""token"": ""puffs"", ""start_span"": 97, ""end_span"": 102, ""type"": ""state""}, {""token"": ""puffs"", ""start_span"": 120, ""end_span"": 125, ""type"": ""state""}, {""token"": ""tufts"", ""start_span"": 147, ""end_span"": 152, ""type"": ""state""}, {""token"": ""mixed"", ""start_span"": 158, ""end_span"": 163, ""type"": ""state""}, {""token"": ""C and N2 fixation"", ""start_span"": 263, ""end_span"": 280, ""type"": ""state""}]"	train
The reduction of nitrate (%) was calculated as: reduction (%) = ( nitrite concentration / initial nitrate concentration) 40% + ( initial nitrate concentration - residual nitrate concentration - nitrite concentration) / ( initial nitrate concentration) 100%.	reduction of nitrate,4,24,state	nitrite,66,73,state	initial nitrate,90,105,state	initial nitrate,129,144,state	residual nitrate,161,177,state	nitrite,194,201,state	initial nitrate,221,236,state	"[{""token"": ""reduction of nitrate"", ""start_span"": 4, ""end_span"": 24, ""type"": ""state""}, {""token"": ""nitrite"", ""start_span"": 66, ""end_span"": 73, ""type"": ""state""}, {""token"": ""initial nitrate"", ""start_span"": 90, ""end_span"": 105, ""type"": ""state""}, {""token"": ""initial nitrate"", ""start_span"": 129, ""end_span"": 144, ""type"": ""state""}, {""token"": ""residual nitrate"", ""start_span"": 161, ""end_span"": 177, ""type"": ""state""}, {""token"": ""nitrite"", ""start_span"": 194, ""end_span"": 201, ""type"": ""state""}, {""token"": ""initial nitrate"", ""start_span"": 221, ""end_span"": 236, ""type"": ""state""}]"	train
High ammonia levels cause a decline in acetate - utilizing methanogens and instead promote the conversion of acetate via a two - step mechanism involving syntrophic acetate oxidation ( SAO) to H2 and CO2, followed by hydrogenotrophic methanogenesis.	ammonia,5,12,state	acetate,39,46,state	acetate,109,116,state	acetate,165,172,state	H2,193,195,state	CO2,200,203,state	hydrogenotrophic methanogenesis,217,248,state	"[{""token"": ""ammonia"", ""start_span"": 5, ""end_span"": 12, ""type"": ""state""}, {""token"": ""acetate"", ""start_span"": 39, ""end_span"": 46, ""type"": ""state""}, {""token"": ""acetate"", ""start_span"": 109, ""end_span"": 116, ""type"": ""state""}, {""token"": ""acetate"", ""start_span"": 165, ""end_span"": 172, ""type"": ""state""}, {""token"": ""H2"", ""start_span"": 193, ""end_span"": 195, ""type"": ""state""}, {""token"": ""CO2"", ""start_span"": 200, ""end_span"": 203, ""type"": ""state""}, {""token"": ""hydrogenotrophic methanogenesis"", ""start_span"": 217, ""end_span"": 248, ""type"": ""state""}]"	train
Cases Typical cases of MUO present with signs of brain dysfunction such as seizures or brainstem dysfunction ( often disorders of vestibular function), although signs of disease anywhere in the CNS can be caused by MUO.	Cases,0,5,state	MUO,23,26,state	brain dysfunction,49,66,state	seizures,75,83,state	brainstem dysfunction,87,108,state	disorders of vestibular function,117,149,state	MUO,215,218,state	"[{""token"": ""Cases"", ""start_span"": 0, ""end_span"": 5, ""type"": ""state""}, {""token"": ""MUO"", ""start_span"": 23, ""end_span"": 26, ""type"": ""state""}, {""token"": ""brain dysfunction"", ""start_span"": 49, ""end_span"": 66, ""type"": ""state""}, {""token"": ""seizures"", ""start_span"": 75, ""end_span"": 83, ""type"": ""state""}, {""token"": ""brainstem dysfunction"", ""start_span"": 87, ""end_span"": 108, ""type"": ""state""}, {""token"": ""disorders of vestibular function"", ""start_span"": 117, ""end_span"": 149, ""type"": ""state""}, {""token"": ""MUO"", ""start_span"": 215, ""end_span"": 218, ""type"": ""state""}]"	train
In the genemicrobiota interaction experiment, male C57BL / 6J mice first received multiple antibiotics for 3 weeks, and the fecal microbiota of 10 - week - old male SIRT3KO or WT littermate mice were then transferred for 2 weeks ( once a week) according to a previous study18.	male,46,50,state	C57BL / 6J,51,61,state	10 - week - old,144,159,state	male,160,164,state	SIRT3KO,165,172,state	WT,176,178,state	littermate,179,189,state	"[{""token"": ""male"", ""start_span"": 46, ""end_span"": 50, ""type"": ""state""}, {""token"": ""C57BL / 6J"", ""start_span"": 51, ""end_span"": 61, ""type"": ""state""}, {""token"": ""10 - week - old"", ""start_span"": 144, ""end_span"": 159, ""type"": ""state""}, {""token"": ""male"", ""start_span"": 160, ""end_span"": 164, ""type"": ""state""}, {""token"": ""SIRT3KO"", ""start_span"": 165, ""end_span"": 172, ""type"": ""state""}, {""token"": ""WT"", ""start_span"": 176, ""end_span"": 178, ""type"": ""state""}, {""token"": ""littermate"", ""start_span"": 179, ""end_span"": 189, ""type"": ""state""}]"	train
In the microbiota susceptibility cancer experiment, WT mice and WT mice colonized with 8 - week - old male APC min / + mice microbiota ( multiple antibiotics for 3 weeks plus 2 week microbiota adjustment) were exposed to AOM / DSS colon tumor cycles.	cancer,33,39,state	WT,52,54,state	WT,64,66,state	8 - week - old,87,101,state	male,102,106,state	APC min / +,107,118,state	tumor,237,242,state	"[{""token"": ""cancer"", ""start_span"": 33, ""end_span"": 39, ""type"": ""state""}, {""token"": ""WT"", ""start_span"": 52, ""end_span"": 54, ""type"": ""state""}, {""token"": ""WT"", ""start_span"": 64, ""end_span"": 66, ""type"": ""state""}, {""token"": ""8 - week - old"", ""start_span"": 87, ""end_span"": 101, ""type"": ""state""}, {""token"": ""male"", ""start_span"": 102, ""end_span"": 106, ""type"": ""state""}, {""token"": ""APC min / +"", ""start_span"": 107, ""end_span"": 118, ""type"": ""state""}, {""token"": ""tumor"", ""start_span"": 237, ""end_span"": 242, ""type"": ""state""}]"	train
Part of the experimental field showing 9 out of the 12 opentop chambers To test the growth response of this cultivar to elevated [ CO2], we measured shoot dry weight at anthesis and shoot dry weight, the length and dry weight of ears, weight of grains, and number of grains at maturity.	growth response,84,99,state	shoot dry weight,149,165,state	anthesis,169,177,state	shoot dry weight,182,198,state	length and dry weight of ears,204,233,state	weight of grains,235,251,state	number of grains at maturity,257,285,state	"[{""token"": ""growth response"", ""start_span"": 84, ""end_span"": 99, ""type"": ""state""}, {""token"": ""shoot dry weight"", ""start_span"": 149, ""end_span"": 165, ""type"": ""state""}, {""token"": ""anthesis"", ""start_span"": 169, ""end_span"": 177, ""type"": ""state""}, {""token"": ""shoot dry weight"", ""start_span"": 182, ""end_span"": 198, ""type"": ""state""}, {""token"": ""length and dry weight of ears"", ""start_span"": 204, ""end_span"": 233, ""type"": ""state""}, {""token"": ""weight of grains"", ""start_span"": 235, ""end_span"": 251, ""type"": ""state""}, {""token"": ""number of grains at maturity"", ""start_span"": 257, ""end_span"": 285, ""type"": ""state""}]"	train
