Sentence	entity_1	entity_2	json	split
To test if the Y chromosome of strain 129 / Ola alters IOP in relation to that of strain B6, we compared the IOPs of pure B6 males and consomic B6 males that had the 129P2 / Ola Y chromosome ( backcrossed for 11 generations).	Y chromosome,15,27,GO_ontology	Y chromosome,178,190,GO_ontology	"[{""token"": ""Y chromosome"", ""start_span"": 15, ""end_span"": 27, ""type"": ""GO_ontology""}, {""token"": ""Y chromosome"", ""start_span"": 178, ""end_span"": 190, ""type"": ""GO_ontology""}]"	train
There is no difference in IOP between 3 to 4 month old males with either the 129P2 / Ola ( n = 18) or C57BL / 6J ( n = 20) Y chromosome ( Y Chr).	Y chromosome,123,135,GO_ontology	Y Chr,138,143,GO_ontology	"[{""token"": ""Y chromosome"", ""start_span"": 123, ""end_span"": 135, ""type"": ""GO_ontology""}, {""token"": ""Y Chr"", ""start_span"": 138, ""end_span"": 143, ""type"": ""GO_ontology""}]"	train
Intraocular pressure ( IOP), C57BL / 6J ( B6), chromosome ( Chr), polymerase chain reaction ( PCR), carbonic anhydrase ( CA)	chromosome,47,57,GO_ontology	Chr,60,63,GO_ontology	"[{""token"": ""chromosome"", ""start_span"": 47, ""end_span"": 57, ""type"": ""GO_ontology""}, {""token"": ""Chr"", ""start_span"": 60, ""end_span"": 63, ""type"": ""GO_ontology""}]"	train
It had been shown previously that the small amount of truncated BRCA2 protein expressed by CAPAN - 1 cells was mislocalized to the cytoplasm, consistent with the fact that the truncation protein lacks a nuclear localization signal [ 28].	cytoplasm,131,140,GO_ontology	nuclear,203,210,GO_ontology	"[{""token"": ""cytoplasm"", ""start_span"": 131, ""end_span"": 140, ""type"": ""GO_ontology""}, {""token"": ""nuclear"", ""start_span"": 203, ""end_span"": 210, ""type"": ""GO_ontology""}]"	train
Davies et al showed CAPAN - 1 cells to be defective in nuclear localization of RAD51, raising the possibility that RAD51 is normally carried to the nucleus by binding BRCA2.	nuclear,55,62,GO_ontology	nucleus,148,155,GO_ontology	"[{""token"": ""nuclear"", ""start_span"": 55, ""end_span"": 62, ""type"": ""GO_ontology""}, {""token"": ""nucleus"", ""start_span"": 148, ""end_span"": 155, ""type"": ""GO_ontology""}]"	train
Similar observations have been made by Furuta and colleagues when they used recombinant sindbis virus for the labeling of dendrites and axons within the CNS of adult mice [ 10].	dendrites,122,131,GO_ontology	axons,136,141,GO_ontology	"[{""token"": ""dendrites"", ""start_span"": 122, ""end_span"": 131, ""type"": ""GO_ontology""}, {""token"": ""axons"", ""start_span"": 136, ""end_span"": 141, ""type"": ""GO_ontology""}]"	train
Immunostaining of P7 cochlear whole mounts using the hair cell specific - myosin VII ( MyoVIIa) antibody was performed as previously described [ 2].	myosin VII,74,84,GO_ontology	antibody,96,104,GO_ontology	"[{""token"": ""myosin VII"", ""start_span"": 74, ""end_span"": 84, ""type"": ""GO_ontology""}, {""token"": ""antibody"", ""start_span"": 96, ""end_span"": 104, ""type"": ""GO_ontology""}]"	train
Only neurons or cells with a clear nucleus and nucleoli were counted and 4 - 6 samples were counted for each epithelium and ganglion.	nucleus,35,42,GO_ontology	nucleoli,47,55,GO_ontology	"[{""token"": ""nucleus"", ""start_span"": 35, ""end_span"": 42, ""type"": ""GO_ontology""}, {""token"": ""nucleoli"", ""start_span"": 47, ""end_span"": 55, ""type"": ""GO_ontology""}]"	train
Instead the protein might be involved in the organization of the membrane cytoskeleton.	membrane,65,73,GO_ontology	cytoskeleton,74,86,GO_ontology	"[{""token"": ""membrane"", ""start_span"": 65, ""end_span"": 73, ""type"": ""GO_ontology""}, {""token"": ""cytoskeleton"", ""start_span"": 74, ""end_span"": 86, ""type"": ""GO_ontology""}]"	train
Annexin A7 is a Ca2 + - and phospholipid - binding protein, which was isolated as the agent that mediated aggregation of chromaffin granules and fusion of phospholipid membranes in the presence of Ca2 +.	chromaffin granules,121,140,GO_ontology	membranes,168,177,GO_ontology	"[{""token"": ""chromaffin granules"", ""start_span"": 121, ""end_span"": 140, ""type"": ""GO_ontology""}, {""token"": ""membranes"", ""start_span"": 168, ""end_span"": 177, ""type"": ""GO_ontology""}]"	train
Lipid rafts play a key role in membrane budding and in vesiculation processes such as endo - and exocytosis [ 8 - 10].	Lipid rafts,0,11,GO_ontology	membrane,31,39,GO_ontology	"[{""token"": ""Lipid rafts"", ""start_span"": 0, ""end_span"": 11, ""type"": ""GO_ontology""}, {""token"": ""membrane"", ""start_span"": 31, ""end_span"": 39, ""type"": ""GO_ontology""}]"	train
Cytoplasmic galectin - 3 correlates with tumor progression and protects mitochondrial integrity.	Cytoplasmic,0,11,GO_ontology	mitochondrial,72,85,GO_ontology	"[{""token"": ""Cytoplasmic"", ""start_span"": 0, ""end_span"": 11, ""type"": ""GO_ontology""}, {""token"": ""mitochondrial"", ""start_span"": 72, ""end_span"": 85, ""type"": ""GO_ontology""}]"	train
Down regulation of annexin A7 prevents galectin - 3 translocation to the perinuclear membrane and increases galectin - 3 secretion.	perinuclear,73,84,GO_ontology	membrane,85,93,GO_ontology	"[{""token"": ""perinuclear"", ""start_span"": 73, ""end_span"": 84, ""type"": ""GO_ontology""}, {""token"": ""membrane"", ""start_span"": 85, ""end_span"": 93, ""type"": ""GO_ontology""}]"	train
Its presence in vesicles led to the suggestion, that, along with raft domains, annexin A7 plays a role in membrane organization and the vesiculation process.	vesicles,16,24,GO_ontology	membrane,106,114,GO_ontology	"[{""token"": ""vesicles"", ""start_span"": 16, ""end_span"": 24, ""type"": ""GO_ontology""}, {""token"": ""membrane"", ""start_span"": 106, ""end_span"": 114, ""type"": ""GO_ontology""}]"	train
The quantity of both vesicle types did not differ between wild type and knock out red blood cell vesicles as determined by the AChE - values ( A405 nanovesicles: ~ 0. 18; A405 microvesicles: ~ 0. 9; both, for wt and ko).	vesicle,21,28,GO_ontology	vesicles,97,105,GO_ontology	"[{""token"": ""vesicle"", ""start_span"": 21, ""end_span"": 28, ""type"": ""GO_ontology""}, {""token"": ""vesicles"", ""start_span"": 97, ""end_span"": 105, ""type"": ""GO_ontology""}]"	train
Vesicles from wild type ( wt) and anxA7 - / - mutant ( ko) were generated with Ca2 + / ionophore treatment, isolated by differential centrifugation and analysed by immunoblotting with mAb 203 - 217 and a sorcin polyclonal antibody.	Vesicles,0,8,GO_ontology	antibody,222,230,GO_ontology	"[{""token"": ""Vesicles"", ""start_span"": 0, ""end_span"": 8, ""type"": ""GO_ontology""}, {""token"": ""antibody"", ""start_span"": 222, ""end_span"": 230, ""type"": ""GO_ontology""}]"	train
