Sentence	entity_1	entity_2	entity_3	entity_4	json	split
Galectin - 3 is a multifunctional oncogenic protein with an anti - apoptotic activity found in the extracellular space, in the nucleus and cytoplasm and in mitochondria.	extracellular space,99,118,GO_ontology	nucleus,127,134,GO_ontology	cytoplasm,139,148,GO_ontology	mitochondria,156,168,GO_ontology	"[{""token"": ""extracellular space"", ""start_span"": 99, ""end_span"": 118, ""type"": ""GO_ontology""}, {""token"": ""nucleus"", ""start_span"": 127, ""end_span"": 134, ""type"": ""GO_ontology""}, {""token"": ""cytoplasm"", ""start_span"": 139, ""end_span"": 148, ""type"": ""GO_ontology""}, {""token"": ""mitochondria"", ""start_span"": 156, ""end_span"": 168, ""type"": ""GO_ontology""}]"	train
They are enriched in cholesterol and sphingolipid rich lipid raft domains that are associated with proteins like acetylcholinesterase, cell surface proteins including a complement receptor, and the lipid raft proteins stomatin and flotillin, but they lack any cytoskeletal protein [ 7].	lipid raft domains,55,73,GO_ontology	cell surface,135,147,GO_ontology	lipid raft,198,208,GO_ontology	cytoskeletal,260,272,GO_ontology	"[{""token"": ""lipid raft domains"", ""start_span"": 55, ""end_span"": 73, ""type"": ""GO_ontology""}, {""token"": ""cell surface"", ""start_span"": 135, ""end_span"": 147, ""type"": ""GO_ontology""}, {""token"": ""lipid raft"", ""start_span"": 198, ""end_span"": 208, ""type"": ""GO_ontology""}, {""token"": ""cytoskeletal"", ""start_span"": 260, ""end_span"": 272, ""type"": ""GO_ontology""}]"	train
Whereas annexin A2 is tightly associated with endosomes and may have functions in membrane fusion and the endosomal pathway, annexin A7 distributes with plasma membrane raft domains of different types and densities.	endosomes,46,55,GO_ontology	membrane,82,90,GO_ontology	endosomal,106,115,GO_ontology	plasma membrane,153,168,GO_ontology	"[{""token"": ""endosomes"", ""start_span"": 46, ""end_span"": 55, ""type"": ""GO_ontology""}, {""token"": ""membrane"", ""start_span"": 82, ""end_span"": 90, ""type"": ""GO_ontology""}, {""token"": ""endosomal"", ""start_span"": 106, ""end_span"": 115, ""type"": ""GO_ontology""}, {""token"": ""plasma membrane"", ""start_span"": 153, ""end_span"": 168, ""type"": ""GO_ontology""}]"	train
Major constituents of the membrane skeleton are spectrin tetramers linked together by short actin filaments and several other proteins covering the entire cytoplasmic surface of the red blood cell membrane [ 44].	membrane,26,34,GO_ontology	spectrin,48,56,GO_ontology	actin filaments,92,107,GO_ontology	cytoplasmic surface of the red blood cell membrane,155,205,GO_ontology	"[{""token"": ""membrane"", ""start_span"": 26, ""end_span"": 34, ""type"": ""GO_ontology""}, {""token"": ""spectrin"", ""start_span"": 48, ""end_span"": 56, ""type"": ""GO_ontology""}, {""token"": ""actin filaments"", ""start_span"": 92, ""end_span"": 107, ""type"": ""GO_ontology""}, {""token"": ""cytoplasmic surface of the red blood cell membrane"", ""start_span"": 155, ""end_span"": 205, ""type"": ""GO_ontology""}]"	train
The bar at the top represents an alignment of all olfactory receptor proteins, with transmembrane ( TM) regions shaded gray and intracellular ( IC) and extracellular ( EC) loops in white.	intracellular,128,141,GO_ontology	IC,144,146,GO_ontology	extracellular,152,165,GO_ontology	EC,168,170,GO_ontology	"[{""token"": ""intracellular"", ""start_span"": 128, ""end_span"": 141, ""type"": ""GO_ontology""}, {""token"": ""IC"", ""start_span"": 144, ""end_span"": 146, ""type"": ""GO_ontology""}, {""token"": ""extracellular"", ""start_span"": 152, ""end_span"": 165, ""type"": ""GO_ontology""}, {""token"": ""EC"", ""start_span"": 168, ""end_span"": 170, ""type"": ""GO_ontology""}]"	train
Finally, because subunit c is a mitochondrial protein and its turnover proceeds through autophagic engulfment of mitochondria [ 13], we analyzed homozygous CbCln3 Delta ex7 / 8 cell mitochondrial morphology and function.	mitochondrial,32,45,GO_ontology	autophagic,88,98,GO_ontology	mitochondria,113,125,GO_ontology	mitochondrial,182,195,GO_ontology	"[{""token"": ""mitochondrial"", ""start_span"": 32, ""end_span"": 45, ""type"": ""GO_ontology""}, {""token"": ""autophagic"", ""start_span"": 88, ""end_span"": 98, ""type"": ""GO_ontology""}, {""token"": ""mitochondria"", ""start_span"": 113, ""end_span"": 125, ""type"": ""GO_ontology""}, {""token"": ""mitochondrial"", ""start_span"": 182, ""end_span"": 195, ""type"": ""GO_ontology""}]"	train
Through activation of cell surface transmembrane receptors, these external signaling molecules trigger distinct cascades of intracellular events that culminate in changes in gene expression, growth, and differentiation [ 2].	cell surface,22,34,GO_ontology	transmembrane,35,48,GO_ontology	external,66,74,GO_ontology	intracellular,124,137,GO_ontology	"[{""token"": ""cell surface"", ""start_span"": 22, ""end_span"": 34, ""type"": ""GO_ontology""}, {""token"": ""transmembrane"", ""start_span"": 35, ""end_span"": 48, ""type"": ""GO_ontology""}, {""token"": ""external"", ""start_span"": 66, ""end_span"": 74, ""type"": ""GO_ontology""}, {""token"": ""intracellular"", ""start_span"": 124, ""end_span"": 137, ""type"": ""GO_ontology""}]"	train
At sites of cell - cell contact, however, E - cadherin - beta - catenin complexes recruit alpha - catenin, which in turn coordinates the associated actin polymerization dynamics necessary to stabilize nascent AJs and integrate the cytoskeleton across an epithelial sheet [ 6, 7, 8].	sites of cell - cell contact,3,31,GO_ontology	complexes,72,81,GO_ontology	AJs,209,212,GO_ontology	cytoskeleton,231,243,GO_ontology	"[{""token"": ""sites of cell - cell contact"", ""start_span"": 3, ""end_span"": 31, ""type"": ""GO_ontology""}, {""token"": ""complexes"", ""start_span"": 72, ""end_span"": 81, ""type"": ""GO_ontology""}, {""token"": ""AJs"", ""start_span"": 209, ""end_span"": 212, ""type"": ""GO_ontology""}, {""token"": ""cytoskeleton"", ""start_span"": 231, ""end_span"": 243, ""type"": ""GO_ontology""}]"	train
Through these links, AJs appear able to couple adhesion with cytoskeletal dynamics as well as with nuclear and cytoplasmic signaling.	AJs,21,24,GO_ontology	cytoskeletal,61,73,GO_ontology	nuclear,99,106,GO_ontology	cytoplasmic,111,122,GO_ontology	"[{""token"": ""AJs"", ""start_span"": 21, ""end_span"": 24, ""type"": ""GO_ontology""}, {""token"": ""cytoskeletal"", ""start_span"": 61, ""end_span"": 73, ""type"": ""GO_ontology""}, {""token"": ""nuclear"", ""start_span"": 99, ""end_span"": 106, ""type"": ""GO_ontology""}, {""token"": ""cytoplasmic"", ""start_span"": 111, ""end_span"": 122, ""type"": ""GO_ontology""}]"	train
( H) Immunofluorescence with anti - laminin 5 ( lam5), which demarcates the basement membrane, and anti - E - cadherin ( E - cad), a component of AJs.	laminin 5,36,45,GO_ontology	lam5,48,52,GO_ontology	basement membrane,76,93,GO_ontology	AJs,146,149,GO_ontology	"[{""token"": ""laminin 5"", ""start_span"": 36, ""end_span"": 45, ""type"": ""GO_ontology""}, {""token"": ""lam5"", ""start_span"": 48, ""end_span"": 52, ""type"": ""GO_ontology""}, {""token"": ""basement membrane"", ""start_span"": 76, ""end_span"": 93, ""type"": ""GO_ontology""}, {""token"": ""AJs"", ""start_span"": 146, ""end_span"": 149, ""type"": ""GO_ontology""}]"	train
Antibodies are against markers of normal epidermal differentiation, and include K5 ( a basally expressed keratin), K1 ( a suprabasal keratin, expressed in spinous layer cells), involucrin ( Inv; a suprabasally expressed cornified envelope protein found in upper spinous and granular layer cells), loricrin ( Lor; a cornified envelope protein expressed in the granular layer), and filaggrin ( Fil; a protein that bundles keratin filaments in the granular layer and stratum corneum).	Antibodies,0,10,GO_ontology	cornified envelope,220,238,GO_ontology	cornified envelope,315,333,GO_ontology	keratin filaments,420,437,GO_ontology	"[{""token"": ""Antibodies"", ""start_span"": 0, ""end_span"": 10, ""type"": ""GO_ontology""}, {""token"": ""cornified envelope"", ""start_span"": 220, ""end_span"": 238, ""type"": ""GO_ontology""}, {""token"": ""cornified envelope"", ""start_span"": 315, ""end_span"": 333, ""type"": ""GO_ontology""}, {""token"": ""keratin filaments"", ""start_span"": 420, ""end_span"": 437, ""type"": ""GO_ontology""}]"	train
With age, affected areas of the Tg epidermis also displayed perturbations within the basement membrane, as judged by antibody labeling against either basement membrane ( K and L) or hemidesmosomal ( M and N) components.	basement membrane,85,102,GO_ontology	antibody,117,125,GO_ontology	basement membrane,150,167,GO_ontology	hemidesmosomal,182,196,GO_ontology	"[{""token"": ""basement membrane"", ""start_span"": 85, ""end_span"": 102, ""type"": ""GO_ontology""}, {""token"": ""antibody"", ""start_span"": 117, ""end_span"": 125, ""type"": ""GO_ontology""}, {""token"": ""basement membrane"", ""start_span"": 150, ""end_span"": 167, ""type"": ""GO_ontology""}, {""token"": ""hemidesmosomal"", ""start_span"": 182, ""end_span"": 196, ""type"": ""GO_ontology""}]"	train
Rod spherules establish an invaginating synapse with rod bipolar dendrites and axonal endings of horizontal cells.	synapse,40,47,GO_ontology	dendrites,65,74,GO_ontology	axonal,79,85,GO_ontology	endings,86,93,GO_ontology	"[{""token"": ""synapse"", ""start_span"": 40, ""end_span"": 47, ""type"": ""GO_ontology""}, {""token"": ""dendrites"", ""start_span"": 65, ""end_span"": 74, ""type"": ""GO_ontology""}, {""token"": ""axonal"", ""start_span"": 79, ""end_span"": 85, ""type"": ""GO_ontology""}, {""token"": ""endings"", ""start_span"": 86, ""end_span"": 93, ""type"": ""GO_ontology""}]"	train
is, inner segments. onl, outer nuclear layer with photoreceptor nuclei.	is,0,2,GO_ontology	inner segments,4,18,GO_ontology	nuclear,31,38,GO_ontology	nuclei,64,70,GO_ontology	"[{""token"": ""is"", ""start_span"": 0, ""end_span"": 2, ""type"": ""GO_ontology""}, {""token"": ""inner segments"", ""start_span"": 4, ""end_span"": 18, ""type"": ""GO_ontology""}, {""token"": ""nuclear"", ""start_span"": 31, ""end_span"": 38, ""type"": ""GO_ontology""}, {""token"": ""nuclei"", ""start_span"": 64, ""end_span"": 70, ""type"": ""GO_ontology""}]"	train
Connecting cilium 1 ( arrowhead 1) demonstrated seven microtuble doublets, while cilium 2 and cilium 3 exhibited nine.	Connecting cilium,0,17,GO_ontology	microtuble,54,64,GO_ontology	cilium,81,87,GO_ontology	cilium,94,100,GO_ontology	"[{""token"": ""Connecting cilium"", ""start_span"": 0, ""end_span"": 17, ""type"": ""GO_ontology""}, {""token"": ""microtuble"", ""start_span"": 54, ""end_span"": 64, ""type"": ""GO_ontology""}, {""token"": ""cilium"", ""start_span"": 81, ""end_span"": 87, ""type"": ""GO_ontology""}, {""token"": ""cilium"", ""start_span"": 94, ""end_span"": 100, ""type"": ""GO_ontology""}]"	train
It was initially proposed that these vesicles were due to the breakdown of outer segment membranes that were not properly recruited to the outer segments in the absence of peripherin, or were from the result of the breakdown of the microvilli of M u ller cells [ 30].	vesicles,37,45,GO_ontology	outer segment membranes,75,98,GO_ontology	outer segments,139,153,GO_ontology	microvilli,232,242,GO_ontology	"[{""token"": ""vesicles"", ""start_span"": 37, ""end_span"": 45, ""type"": ""GO_ontology""}, {""token"": ""outer segment membranes"", ""start_span"": 75, ""end_span"": 98, ""type"": ""GO_ontology""}, {""token"": ""outer segments"", ""start_span"": 139, ""end_span"": 153, ""type"": ""GO_ontology""}, {""token"": ""microvilli"", ""start_span"": 232, ""end_span"": 242, ""type"": ""GO_ontology""}]"	train
( B) Quantitative morphometric measurements of the cellular volume density for the mitochondrial ( Mito) and myofibrillar ( Myo) fractions based on analysis of electron micrographs ( three sections from three animals per group).	mitochondrial,83,96,GO_ontology	Mito,99,103,GO_ontology	myofibrillar,109,121,GO_ontology	Myo,124,127,GO_ontology	"[{""token"": ""mitochondrial"", ""start_span"": 83, ""end_span"": 96, ""type"": ""GO_ontology""}, {""token"": ""Mito"", ""start_span"": 99, ""end_span"": 103, ""type"": ""GO_ontology""}, {""token"": ""myofibrillar"", ""start_span"": 109, ""end_span"": 121, ""type"": ""GO_ontology""}, {""token"": ""Myo"", ""start_span"": 124, ""end_span"": 127, ""type"": ""GO_ontology""}]"	train
Pyramidal neurons, predominantly those of layer V exhibited Annexin A7 at the plasma membrane of their perikaryon as well as of the apical dendrite ( Fig. 6A, C).	plasma membrane,78,93,GO_ontology	perikaryon,103,113,GO_ontology	apical,132,138,GO_ontology	dendrite,139,147,GO_ontology	"[{""token"": ""plasma membrane"", ""start_span"": 78, ""end_span"": 93, ""type"": ""GO_ontology""}, {""token"": ""perikaryon"", ""start_span"": 103, ""end_span"": 113, ""type"": ""GO_ontology""}, {""token"": ""apical"", ""start_span"": 132, ""end_span"": 138, ""type"": ""GO_ontology""}, {""token"": ""dendrite"", ""start_span"": 139, ""end_span"": 147, ""type"": ""GO_ontology""}]"	train
( C) Enlargement of ( A): Annexin A7 was seen at the cell membrane of the perikaryon ( bold arrow) and the apical dendrite ( small arrows).	membrane,58,66,GO_ontology	perikaryon,74,84,GO_ontology	apical,107,113,GO_ontology	dendrite,114,122,GO_ontology	"[{""token"": ""membrane"", ""start_span"": 58, ""end_span"": 66, ""type"": ""GO_ontology""}, {""token"": ""perikaryon"", ""start_span"": 74, ""end_span"": 84, ""type"": ""GO_ontology""}, {""token"": ""apical"", ""start_span"": 107, ""end_span"": 113, ""type"": ""GO_ontology""}, {""token"": ""dendrite"", ""start_span"": 114, ""end_span"": 122, ""type"": ""GO_ontology""}]"	train
Samples of total cells ( c), and corresponding amounts of nuclear membranes ( m) and nucleoplasm ( p) were subjected to SDS - PAGE and Western blotting.	nuclear membranes,58,75,GO_ontology	m,78,79,GO_ontology	nucleoplasm,85,96,GO_ontology	p,99,100,GO_ontology	"[{""token"": ""nuclear membranes"", ""start_span"": 58, ""end_span"": 75, ""type"": ""GO_ontology""}, {""token"": ""m"", ""start_span"": 78, ""end_span"": 79, ""type"": ""GO_ontology""}, {""token"": ""nucleoplasm"", ""start_span"": 85, ""end_span"": 96, ""type"": ""GO_ontology""}, {""token"": ""p"", ""start_span"": 99, ""end_span"": 100, ""type"": ""GO_ontology""}]"	train
